,skids,side,class,segment,type,group
1698,1356982,right,sensory,1,91.0,
1699,1635512,left,muscle,3,,
1700,324793,right,sensory,head,100.0,
1701,2233530,,,,,
1702,1397950,,,,,
1703,177343,right,sensory,head,92.0,
1704,1086656,left,inter,head,,
1705,1316038,left,inter,head,,
1706,1381575,right,inter,3,,1.0
1707,111828,right,inter,head,,
1708,1414358,left,muscle,3,,
1709,1250520,left,inter,2,,3.0
1710,1635545,left,muscle,3,,
1711,185562,right,sensory,head,96.0,
1712,578783,right,ciliated,3,,
1713,414949,right,inter,head,104.0,
1714,1316070,left,sensory,head,49.0,
1715,1340647,right,inter,head,,
1716,1357032,,,,,
1717,1971433,left,inter,3,,7.0
1718,857325,right,inter,head,126.0,
1719,1365232,left,inter,1,149.0,7.0
1720,1414384,left,muscle,3,,
1721,275699,left,sensory,head,41.0,
1722,709878,right,ciliated,head,,
1723,1430776,,,,,
1724,1504505,right,muscle,2,,
1725,1971452,right,inter,2,,
1726,1275135,right,sensory,pygidium,115.0,9.0
1727,1971464,right,inter,2,,6.0
1728,1316107,right,sensory,head,,
1729,1447180,right,motor,3,62.0,
1730,1848592,left,sensory,2,80.0,
1731,1520916,,,,,
1732,193819,right,sensory,head,100.0,15.0
1733,1381662,left,motor,2,165.0,
1734,1340703,right,inter,head,,
1735,1430816,,,,,
1736,1316130,left,inter,head,,
1737,1332516,rc,sensory,head,49.0,
1738,1725737,left,inter,1,,5.0
1739,1357100,,,,,
1740,1447217,,,,,
1741,1504562,right,muscle,3,,
1742,1717565,left,inter,head,,
1743,1520958,left,inter,2,,7.0
1744,1488194,right,inter,2,73.0,7.0
1745,1455427,left,muscle,2,,
1746,111948,right,inter,head,,12.0
1747,1299789,right,ciliated,2,,
1748,1627479,left,inter,head,,
1749,1185115,right,inter,head,21.0,
1750,1275230,left,inter,3,,7.0
1751,2233700,left,inter,1,,
1752,1348968,right,sensory,0,101.0,16.0
1753,505193,left,,2,,
1754,1275243,left,inter,3,,1.0
1755,2282861,,,,,
1756,1357166,right,inter,1,,1.0
1757,800116,left,,1,,
1758,1545589,right,muscle,2,,
1759,1308022,left,inter,1,,4.0
1760,505209,left,inter,3,,1.0
1761,1414526,,,,,
1762,431489,right,sensory,head,29.0,
1763,1381761,,,,,
1764,1340805,left,inter,head,124.0,12.0
1765,1349004,right,sensory,3,80.0,
1766,1406349,left,sensory,head,,
1767,1750414,right,,3,,
1768,1349009,right,sensory,3,91.0,
1769,1455507,left,muscle,2,,
1770,316821,right,sensory,head,45.0,
1771,1185175,left,inter,head,,12.0
1772,1381788,,,,,
1773,1488284,right,inter,2,155.0,3.0
1774,1349023,right,sensory,3,80.0,
1775,1349034,right,sensory,pygidium,101.0,9.0
1776,1349040,left,sensory,3,101.0,
1777,1160628,right,sensory,head,41.0,
1778,423355,left,motor,2,,
1779,1349051,left,sensory,3,80.0,
1780,1381820,right,inter,3,,
1781,1971650,right,motor,2,64.0,
1782,1856971,left,inter,head,,12.0
1783,1455565,left,muscle,2,,
1784,1349072,left,sensory,1,80.0,
1785,1652177,right,inter,1,158.0,4.0
1786,1349077,left,sensory,1,91.0,
1787,1545686,right,muscle,1,,
1788,1275357,left,sensory,pygidium,80.0,9.0
1789,1398237,,,,,
1790,1390047,left,inter,3,79.0,7.0
1791,1455582,left,sensory,head,32.0,
1792,1340899,right,inter,3,,1.0
1793,1684965,left,motor,2,159.0,
1794,1324518,left,sensory,pygidium,80.0,9.0
1795,1275367,left,inter,pygidium,146.0,3.0
1796,1316332,right,inter,head,,
1797,1381871,left,muscle,3,,
1798,1242615,,,,,
1799,292344,,,,,
1800,1349113,right,sensory,0,101.0,16.0
1801,1381884,left,muscle,3,,
1802,1324546,left,sensory,head,88.0,15.0
1803,1381896,left,muscle,3,,
1804,1578507,right,motor,2,,
1805,1742351,,,,,
1806,1480211,right,inter,1,,4.0
1807,1070612,right,sensory,head,13.0,
1808,1570324,left,muscle,1,,
1809,1406486,,,,,
1810,1390105,,,,,
1811,1488411,left,motor,1,64.0,
1812,1422884,left,inter,3,,3.0
1813,1652260,left,muscle,1,,
1814,1799719,,,,,
1815,1324587,left,sensory,head,88.0,15.0
1816,1381937,left,muscle,1,,
1817,1463859,left,muscle,3,,
1818,1324600,right,sensory,pygidium,101.0,9.0
1819,1463866,left,muscle,3,,
1820,1332795,,,,,
1821,1480250,,,,,
1822,1570363,left,muscle,1,,
1823,1963581,,,,,
1824,153151,right,sensory,head,100.0,
1825,1381952,right,muscle,2,,
1826,1300035,left,inter,head,,
1827,824903,right,inter,0,,1.0
1828,423498,left,sensory,head,110.0,
1829,71248,right,inter,head,3.0,
1830,2242135,,,,,
1831,1316451,left,sensory,head,,
1832,1554019,right,motor,head,178.0,
1833,169574,right,inter,1,,
1834,366190,right,inter,head,124.0,12.0
1835,1824372,left,motor,2,64.0,
1836,1947255,left,inter,2,155.0,3.0
1837,54909,left,inter,head,,12.0
1838,1275518,left,inter,head,,14.0
1839,587391,right,muscle,1,,
1840,513668,,,,,
1841,54919,right,inter,head,,
1842,22159,left,inter,head,2.0,
1843,988822,right,motor,head,178.0,
1844,284315,right,motor,head,8.0,
1845,1365661,left,inter,head,75.0,13.0
1846,1447581,,,,,
1847,1472173,,,,,
1848,1611442,left,inter,2,,2.0
1849,259763,right,inter,1,,
1850,1316531,left,inter,head,,
1851,1308347,left,inter,1,,7.0
1852,1357500,,,,,
1853,1455810,,,,,
1854,1275595,right,inter,head,,
1855,1341140,right,inter,3,,1.0
1856,1316572,left,inter,head,140.0,13.0
1857,1832672,right,motor,1,64.0,
1858,1308387,right,epithelia,0,,
1859,1955563,,,,,
1860,1963755,right,inter,3,70.0,3.0
1861,1595117,left,muscle,2,,
1862,1849075,,,,,
1863,1308413,left,inter,1,73.0,7.0
1864,1832710,,,,,
1865,767751,left,inter,head,104.0,
1866,1349386,left,sensory,pygidium,80.0,9.0
1867,55057,right,inter,pygidium,145.0,1.0
1868,1742612,right,inter,0,,1.0
1869,1546007,left,inter,2,,1.0
1870,1423131,right,inter,3,,7.0
1871,1357597,right,inter,2,155.0,3.0
1872,1283875,left,inter,head,,
1873,628517,right,inter,2,180.0,
1874,1398573,right,inter,head,,13.0
1875,907055,right,motor,3,156.0,
1876,1382194,left,inter,2,,7.0
1877,366394,,,,,
1878,1349434,left,sensory,pygidium,,9.0
1879,1562433,right,inter,1,109.0,
1880,1161034,left,sensory,head,173.0,
1881,14162,left,sensory,head,1.0,
1882,1521491,left,inter,3,,1.0
1883,1161044,left,sensory,head,173.0,
1884,399192,right,sensory,head,29.0,
1885,2029400,,,,,
1886,1480539,,,,,
1887,1849185,left,sensory,2,91.0,
1888,1406825,left,inter,head,2.0,
1889,1636201,,,,,
1890,1750890,,,,,
1891,1111918,right,,head,,
1892,366449,right,inter,head,57.0,
1893,1562482,left,inter,head,,
1894,669558,left,sensory,head,,
1895,1341302,left,inter,3,,
1896,399224,right,sensory,head,29.0,
1897,1275768,right,inter,head,,
1898,1398649,left,motor,2,68.0,
1899,1849210,left,,2,,
1900,186240,right,ciliated,head,,
1901,1570688,right,muscle,1,,
1902,751490,right,,head,,
1903,1341318,left,,3,,
1904,907144,left,motor,3,162.0,
1905,1947528,,,,,
1906,1570700,left,muscle,1,,
1907,1726348,left,inter,head,83.0,7.0
1908,251790,left,inter,head,6.0,
1909,759694,right,inter,1,73.0,7.0
1910,1333136,left,,3,,
1911,1390483,,,,,
1912,227221,right,inter,1,,
1913,1570711,left,muscle,1,,
1914,1275801,left,inter,2,,7.0
1915,1292186,left,sensory,head,136.0,
1916,1488795,left,inter,1,,4.0
1917,1718172,right,,3,,
1918,1537952,,,,,
1919,399266,right,sensory,head,29.0,
1920,1611683,right,inter,2,73.0,7.0
1921,1275812,left,,2,,
1922,1333158,right,sensory,head,17.0,
1923,1570729,left,muscle,1,,
1924,309165,right,sensory,head,141.0,
1925,1554350,,,,,
1926,1275823,right,sensory,pygidium,80.0,9.0
1927,300976,left,sensory,head,48.0,
1928,1308592,right,sensory,head,13.0,
1929,1652654,right,inter,head,,
1930,1570739,left,muscle,1,,
1931,55225,right,inter,2,,3.0
1932,1292228,left,sensory,head,51.0,
1933,1447877,left,inter,1,,2.0
1934,55238,left,inter,head,2.0,
1935,1308618,left,motor,1,64.0,
1936,1390541,left,inter,2,157.0,7.0
1937,1849294,left,sensory,1,,
1938,161743,right,inter,head,58.0,13.0
1939,1382357,,,,,
1940,1570773,right,muscle,2,,
1941,1292247,,,,,
1942,1349592,,,,,
1943,1275865,right,sensory,head,49.0,
1944,1701849,right,inter,head,,12.0
1945,1423327,right,muscle,3,,
1946,1570785,left,muscle,3,,
1947,1275880,left,sensory,head,49.0,
1948,1570796,right,muscle,pygidium,,
1949,1849324,left,motor,2,63.0,
1950,940016,left,ciliated,2,,
1951,1611764,,,,,
1952,1398775,left,muscle,2,,
1953,1669116,left,muscle,2,,
1954,1947647,right,inter,3,,7.0
1955,1275907,right,sensory,head,49.0,
1956,1275916,left,inter,head,,
1957,768031,right,,head,,
1958,1357861,right,muscle,2,,
1959,1849383,,,,,
1960,1734696,,,,,
1961,1472553,left,sensory,head,163.0,
1962,1357867,right,muscle,1,,
1963,1292334,left,sensory,2,80.0,
1964,1390643,,,,,
1965,1611828,,,,,
1966,202807,left,ciliated,head,,
1967,1447992,right,inter,2,,1.0
1968,923710,right,inter,head,125.0,12.0
1969,1333311,right,motor,2,47.0,
1970,1292352,left,inter,1,,4.0
1971,1333316,left,,3,,
1972,1316939,right,sensory,head,163.0,
1973,1349714,,,,,
1974,1955928,,,,,
1975,1103961,right,sensory,head,13.0,
1976,1955933,,,,,
1977,1439840,right,sensory,head,173.0,
1978,1103977,right,sensory,head,13.0,
1979,1570928,left,inter,2,,3.0
1980,1431668,,,,,
1981,1734778,,,,,
1982,1398914,,,,,
1983,1726596,left,,2,,3.0
1984,1611909,,,,,
1985,1276040,left,inter,head,116.0,
1986,1292427,left,inter,head,6.0,
1987,1685644,right,,1,,
1988,1366160,rc,inter,pygidium,,1.0
1989,1382545,left,muscle,3,,
1990,1390740,right,sensory,3,89.0,
1991,1530009,right,inter,2,,7.0
1992,1390749,right,sensory,3,80.0,
1993,1308832,,,,,
1994,1374369,left,sensory,head,49.0,
1995,1956009,right,inter,1,,3.0
1996,1292458,left,inter,head,7.0,
1997,579755,left,motor,3,64.0,
1998,1398955,,,,,
1999,1546413,right,muscle,1,,
2000,1415344,left,motor,3,165.0,
2001,587962,right,muscle,1,,
2002,1407163,right,inter,1,,4.0
2003,1349820,left,inter,head,117.0,12.0
2004,1579204,right,motor,2,161.0,
2005,1956036,,,,,
2006,1120455,left,sensory,head,29.0,
2007,1603787,right,,1,,
2008,1407180,left,inter,2,,7.0
2009,1439958,,,,,
2010,1325272,left,inter,head,,
2011,1415385,left,muscle,3,,
2012,1841368,right,inter,3,,
2013,1054945,left,inter,head,23.0,
2014,1349857,left,inter,head,,
2015,252137,right,sensory,head,5.0,
2016,1956074,,,,,
2017,71916,,,,,
2018,1276147,left,inter,head,,
2019,1603827,right,inter,1,,2.0
2020,1849589,,,,,
2021,1317111,left,inter,head,7.0,
2022,1693946,,,,,
2023,1300731,left,sensory,head,26.0,
2024,1841402,right,inter,3,,2.0
2025,1390849,right,inter,3,,3.0
2026,1603842,,,,,
2027,1366275,right,sensory,pygidium,101.0,9.0
2028,776455,left,inter,head,123.0,
2029,1366282,left,inter,2,105.0,
2030,1333515,right,,3,,
2031,1849623,left,sensory,2,71.0,
2032,1333529,left,motor,2,47.0,
2033,1464604,right,sensory,2,91.0,
2034,932125,right,motor,1,64.0,
2035,1341740,right,motor,head,164.0,
2036,1669421,right,muscle,1,,
2037,1415473,left,motor,3,159.0,
2038,1448244,right,inter,2,,
2039,1587509,right,muscle,2,,
2040,1349942,left,sensory,1,81.0,
2041,1775932,right,inter,head,,
2042,1349949,left,sensory,1,101.0,
2043,1603906,right,muscle,1,,
2044,1284425,right,,2,,3.0
2045,1382729,right,motor,2,69.0,
2046,637265,right,inter,head,56.0,12.0
2047,1415508,right,sensory,1,95.0,
2048,1857878,,,,,
2049,1431895,,,,,
2050,22876,right,sensory,head,1.0,
2051,1333597,right,,2,,
2052,1415528,right,sensory,1,71.0,
2053,801132,left,inter,head,76.0,
2054,1415537,left,sensory,3,,
2055,1333656,left,,2,,
2056,1841563,,,,,
2057,1472928,left,inter,2,,6.0
2058,1702305,,,,,
2059,1374631,left,sensory,head,,8.0
2060,1595817,,,,,
2061,2185641,,,,,
2062,1317295,left,sensory,head,,
2063,219569,right,,head,,
2064,932287,left,inter,1,,
2065,1350079,,,,,
2066,1833415,right,motor,1,161.0,
2067,1612233,right,inter,1,,7.0
2068,1382859,left,inter,2,,6.0
2069,2243023,,,,,
2070,63952,,,,,
2071,1513938,,,,,
2072,1571286,right,inter,0,83.0,7.0
2073,1382871,left,inter,2,,6.0
2074,2202073,,,,,
2075,170458,right,,2,,
2076,629210,right,sensory,head,138.0,8.0
2077,981467,right,inter,head,179.0,
2078,1645026,right,inter,head,,12.0
2079,1366501,left,inter,2,79.0,7.0
2080,2013670,,,,,
2081,1595882,left,muscle,0,,
2082,1956332,right,motor,2,66.0,
2083,2185709,right,,1,64.0,
2084,1350126,left,inter,head,,
2085,1366510,left,inter,2,108.0,
2086,1358320,,,,,
2087,768500,left,inter,head,,12.0
2088,1948151,right,inter,2,,3.0
2089,1300984,,,,,
2090,604671,right,muscle,1,,
2091,1317375,left,inter,head,,
2092,1456639,left,inter,2,,1.0
2093,1284610,right,inter,head,119.0,
2094,1849863,left,sensory,2,94.0,
2095,1022473,,,,,
2096,1808905,,,,,
2097,1571339,,,,,
2098,1333780,right,inter,head,,
2099,653848,right,inter,3,,
2100,1391139,left,muscle,3,,
2101,1309222,right,sensory,head,,
2102,1309228,right,sensory,head,13.0,
2103,1628716,left,muscle,2,,
2104,1276462,left,sensory,head,,
2105,1382959,right,sensory,3,71.0,
2106,1473074,right,inter,head,104.0,
2107,1956404,,,,,
2108,940601,,,,,
2109,1325625,right,sensory,head,,10.0
2110,1350203,,,,,
2111,1686077,,,,,
2112,1325633,right,sensory,head,,10.0
2113,1382978,right,sensory,3,71.0,
2114,1448515,,,,,
2115,1628748,left,muscle,2,,
2116,1841743,left,inter,2,79.0,7.0
2117,6743,left,sensory,head,1.0,
2118,1923672,left,sensory,head,168.0,
2119,1383001,right,motor,3,165.0,
2120,2185818,,,,,
2121,1481307,,,,,
2122,1284704,right,sensory,head,131.0,
2123,1399394,left,motor,2,68.0,
2124,1391216,,,,,
2125,1325682,right,sensory,head,,10.0
2126,580213,right,muscle,3,,
2127,1391222,left,motor,3,66.0,
2128,1342071,left,inter,head,,
2129,498302,left,inter,head,124.0,12.0
2130,55935,left,inter,head,3.0,
2131,612991,right,sensory,head,29.0,
2132,1243776,left,,2,,
2133,1333887,left,inter,head,123.0,
2134,1391234,left,motor,3,68.0,
2135,1292932,right,inter,head,6.0,
2136,1292947,right,inter,head,124.0,12.0
2137,1481366,,,,,
2138,932505,left,inter,2,79.0,7.0
2139,137882,right,muscle,0,,
2140,1489563,left,inter,head,125.0,12.0
2141,203433,left,ciliated,head,,
2142,1284780,left,sensory,head,32.0,
2143,1923757,,,,,
2144,1473202,right,inter,2,79.0,7.0
2145,1317564,right,sensory,head,97.0,
2146,1342141,left,inter,head,120.0,
2147,1514172,,,,,
2148,154304,right,inter,1,,7.0
2149,252608,left,sensory,head,5.0,
2150,1293005,right,inter,head,175.0,13.0
2151,277200,left,sensory,head,46.0,
2152,2398932,,,,,
2153,1481436,,,,,
2154,1440477,left,,pygidium,,
2155,1850079,right,inter,2,,3.0
2156,1350368,right,sensory,0,,
2157,2013923,left,,1,,3.0
2158,359142,right,motor,head,86.0,
2159,1489640,left,motor,head,164.0,
2160,1276652,left,inter,head,127.0,
2161,1325812,right,inter,head,,
2162,1448695,,,,,
2163,64258,lr,sensory,1,36.0,
2164,1383171,right,inter,2,108.0,
2165,1587973,left,inter,1,,
2166,1366793,,,,,
2167,1391371,,,,,
2168,1547023,left,epithelia,0,,
2169,1325843,right,sensory,head,,
2170,1301268,left,inter,head,4.0,
2171,1317660,right,sensory,head,29.0,
2172,1514272,,,,,
2173,56100,right,inter,head,,
2174,908068,right,inter,1,155.0,3.0
2175,1399590,right,motor,2,161.0,
2176,1432357,right,motor,2,,
2177,1383209,left,,3,,
2178,1317675,lc,sensory,head,49.0,
2179,1276717,left,inter,head,,
2180,285487,,,,,
2181,1366839,right,motor,2,,
2182,1391418,,,,,
2183,2014021,,,,,
2184,564048,right,,head,,
2185,1776476,left,motor,2,64.0,
2186,1407854,right,inter,3,,1.0
2187,1776504,left,motor,2,64.0,
2188,1022842,,,,,
2189,1350523,,,,,
2190,1416066,left,epithelia,head,,
2191,1514371,left,,1,,
2192,1440653,left,inter,3,,7.0
2193,1842067,left,inter,head,,12.0
2194,1358740,right,inter,head,122.0,
2195,1792917,right,motor,2,64.0,
2196,1448858,right,inter,2,,1.0
2197,1407899,,,,,
2198,1276831,left,muscle,1,,
2199,1588133,left,inter,1,,7.0
2200,1629097,left,muscle,2,,
2201,252853,left,sensory,head,5.0,
2202,1326008,left,inter,head,,
2203,1514425,,,,,
2204,1137595,right,muscle,1,,
2205,1391550,,,,,
2206,228289,right,motor,pygidium,82.0,
2207,1391561,left,inter,1,,1.0
2208,1448906,left,epithelia,3,,
2209,1285069,right,motor,head,19.0,
2210,1285075,left,inter,head,126.0,
2211,1334234,left,inter,head,174.0,
2212,1514458,,,,,
2213,1391584,left,motor,1,,
2214,1563616,,,,,
2215,1276909,right,sensory,head,18.0,
2216,1727474,left,motor,2,65.0,
2217,1416180,right,muscle,1,,
2218,1293303,,,,,
2219,1383418,left,motor,3,61.0,
2220,1440768,right,epithelia,3,,
2221,1432579,,,,,
2222,1416198,right,muscle,2,,
2223,1432586,,,,,
2224,1391634,,,,,
2225,1850387,,,,,
2226,1244182,right,motor,3,64.0,
2227,1178653,right,inter,3,,1.0
2228,1416227,right,muscle,3,,
2229,1178663,right,sensory,pygidium,101.0,9.0
2230,1481767,,,,,
2231,1276971,left,sensory,2,80.0,
2232,1440816,right,inter,3,,
2233,1317942,left,inter,head,123.0,
2234,1350710,,,,,
2235,1276992,left,sensory,3,80.0,
2236,588869,left,sensory,head,139.0,
2237,1293381,left,inter,head,,
2238,1424455,right,,2,,
2239,1571934,right,inter,1,,7.0
2240,982115,left,motor,head,178.0,
2241,1416299,left,muscle,1,,
2242,1850475,right,,2,,
2243,318576,right,sensory,head,130.0,
2244,1850496,left,sensory,2,71.0,
2245,1391745,left,muscle,1,,
2246,433286,,muscle,head,,
2247,1285267,right,inter,head,,
2248,1653907,left,inter,2,73.0,7.0
2249,1563802,left,inter,head,,
2250,171166,right,ciliated,head,,
2251,15519,right,sensory,head,1.0,
2252,1547424,left,motor,1,,
2253,1383587,right,inter,2,,7.0
2254,1449124,,,,,
2255,1399974,left,muscle,2,,
2256,1342632,right,inter,head,,
2257,1752235,right,motor,3,68.0,
2258,1293484,right,motor,3,63.0,
2259,1547439,right,sensory,head,,
2260,1383600,right,inter,2,,7.0
2261,1834160,left,inter,head,,
2262,1645747,left,inter,1,,
2263,1285301,right,inter,head,,
2264,1350839,left,sensory,2,89.0,
2265,1285306,right,inter,head,,
2266,359612,right,inter,head,,
2267,1932476,,,,,
2268,1285310,right,inter,head,23.0,
2269,1588419,left,sensory,1,95.0,
2270,1416388,right,muscle,2,,
2271,40141,right,inter,head,2.0,
2272,1129677,left,inter,head,,
2273,1285327,right,inter,head,,
2274,1293518,right,inter,head,,12.0
2275,392410,right,inter,head,,
2276,1645789,left,inter,1,,2.0
2277,1277150,left,muscle,1,,
2278,1416416,right,muscle,1,,
2279,1613030,,,,,
2280,1342703,,,,,
2281,1400051,,,,,
2282,1326324,right,sensory,head,,8.0
2283,1957108,right,inter,2,,2.0
2284,1285367,right,sensory,head,113.0,
2285,1817849,left,,3,,
2286,1498370,left,inter,head,,13.0
2287,1342725,right,sensory,pygidium,170.0,9.0
2288,1735943,,,,,
2289,1334543,right,inter,head,,
2290,1285393,right,inter,head,4.0,
2291,802066,left,inter,1,,3.0
2292,1383699,left,inter,3,,3.0
2293,1449234,left,inter,head,,
2294,1981717,,,,,
2295,261398,left,motor,1,87.0,
2296,1957143,,,,,
2297,1441050,left,inter,2,,1.0
2298,1457434,right,inter,1,,3.0
2299,1416476,right,muscle,1,,
2300,1670429,left,ciliated,3,,
2301,1277215,left,inter,head,,14.0
2302,1744166,left,,3,,
2303,1383723,right,inter,3,,
2304,1441073,right,inter,2,,7.0
2305,826675,left,motor,head,86.0,
2306,1744183,left,,3,,
2307,1785146,left,sensory,head,31.0,
2308,1113404,left,sensory,head,13.0,
2309,1400126,right,inter,3,,6.0
2310,1735998,,,,,
2311,1310016,left,sensory,head,,
2312,1383745,left,,3,,
2313,73027,left,inter,head,,
2314,1678661,right,motor,1,64.0,
2315,2301260,,,,,
2316,7501,left,sensory,head,1.0,
2317,113999,left,motor,head,8.0,
2318,1416527,left,inter,3,146.0,3.0
2319,1432915,left,inter,3,154.0,3.0
2320,1645907,left,muscle,2,,
2321,1367387,left,sensory,head,99.0,
2322,1383778,right,epithelia,3,,
2323,73059,left,inter,head,2.0,
2324,81251,lc,sensory,head,43.0,
2325,1678692,left,motor,1,,
2326,359783,right,,head,,
2327,1645931,left,muscle,2,,
2328,1957230,left,inter,2,176.0,6.0
2329,556399,left,muscle,1,,
2330,1072496,right,sensory,head,26.0,
2331,23921,right,sensory,head,1.0,
2332,1473904,left,sensory,head,,8.0
2333,662902,,,,,
2334,1400183,,,,,
2335,1449339,right,inter,head,,12.0
2336,335229,right,inter,head,,13.0
2337,1449343,,,,,
2338,1793408,left,motor,1,162.0,
2339,1965440,,,,,
2340,1359237,left,inter,head,144.0,13.0
2341,1375626,,,,,
2342,32142,left,inter,head,2.0,
2343,1850777,left,motor,1,161.0,
2344,1318311,left,sensory,head,,
2345,1957288,right,inter,head,,12.0
2346,957866,,,,,
2347,1457578,left,inter,2,,7.0
2348,482732,left,sensory,head,29.0,
2349,1629613,left,muscle,2,,
2350,2014638,,,,,
2351,1392050,right,muscle,3,,
2352,1957305,,,,,
2353,1310144,left,inter,1,,
2354,1031618,right,muscle,2,,
2355,1834435,,,,,
2356,1670599,left,muscle,2,,
2357,2301384,,,,,
2358,1310154,,,,,
2359,1433034,right,inter,3,,
2360,1957322,,,,,
2361,1424853,left,inter,3,,2.0
2362,441817,left,sensory,head,16.0,
2363,1703390,right,muscle,2,,
2364,531949,right,sensory,head,14.0,
2365,1416695,left,muscle,head,,
2366,744953,right,sensory,head,80.0,
2367,1342970,right,sensory,head,,
2368,1211899,left,sensory,head,15.0,
2369,1342975,right,sensory,head,,
2370,1957377,right,,1,,
2371,1392132,left,muscle,3,,
2372,1113608,right,ciliated,0,,
2373,1302031,left,inter,head,124.0,12.0
2374,1342991,right,ciliated,head,,
2375,1318423,right,sensory,head,29.0,
2376,1302040,right,inter,head,,
2377,1392152,left,muscle,3,,
2378,1605150,left,,1,,
2379,1703455,right,muscle,2,,
2380,1932830,,,,,
2381,1777190,right,sensory,head,,
2382,1392171,left,muscle,3,,
2383,1703468,right,muscle,2,,
2384,1621549,right,muscle,3,,
2385,1383986,left,sensory,3,71.0,
2386,2014770,,,,,
2387,269876,right,sensory,head,50.0,
2388,1351221,left,inter,1,,
2389,1474100,right,motor,3,,
2390,1130041,left,sensory,head,49.0,
2391,1408570,right,muscle,pygidium,,
2392,1465914,left,inter,head,124.0,12.0
2393,1400382,right,inter,3,74.0,7.0
2394,1285696,right,sensory,head,28.0,
2395,1343040,left,muscle,3,,
2396,1302082,left,inter,head,123.0,
2397,1416768,left,,2,,
2398,1678918,left,inter,pygidium,72.0,1.0
2399,1384013,left,motor,3,165.0,
2400,48718,right,inter,head,2.0,
2401,2014797,,,,,
2402,1343057,left,,3,,
2403,523862,left,sensory,head,30.0,
2404,1392216,left,muscle,pygidium,,
2405,523868,left,inter,head,,
2406,1441373,right,inter,2,,1.0
2407,1392222,left,muscle,pygidium,,
2408,1318495,left,inter,head,,
2409,1850975,,,,,
2410,2014813,left,inter,1,,3.0
2411,564835,,,,,
2412,843373,,,,,
2413,1293934,,,,,
2414,1441389,right,inter,2,,7.0
2415,1351280,left,inter,2,73.0,7.0
2416,1490551,right,inter,2,,
2417,1646209,left,inter,head,83.0,7.0
2418,188036,right,ciliated,head,,
2419,1285768,right,sensory,head,110.0,
2420,1425033,right,inter,head,123.0,
2421,1449610,right,sensory,3,,
2422,1351307,left,inter,1,73.0,7.0
2423,1916554,left,muscle,1,,
2424,958099,right,inter,2,,5.0
2425,556693,left,ciliated,1,,
2426,1695383,,,,,
2427,1310363,right,inter,1,73.0,7.0
2428,982688,right,sensory,head,114.0,
2429,1277600,,,,,
2430,1310373,,,,,
2431,1244844,,,,,
2432,1302189,right,inter,head,11.0,
2433,556718,right,inter,head,,12.0
2434,1457836,right,motor,3,,
2435,1547950,left,muscle,1,,
2436,515762,right,inter,head,117.0,12.0
2437,1433269,left,,2,,
2438,212664,left,ciliated,head,,
2439,1654460,right,muscle,3,,
2440,1367741,left,inter,head,127.0,
2441,1932988,left,inter,head,,13.0
2442,1416897,,,,,
2443,1744577,right,inter,head,,
2444,941766,left,muscle,2,,
2445,1318602,left,inter,head,,
2446,32460,left,inter,head,3.0,
2447,1621708,right,muscle,3,,
2448,1285842,right,sensory,head,,
2449,1490643,,,,,
2450,1629909,left,muscle,2,,
2451,1400535,right,inter,3,,1.0
2452,1466076,right,sensory,head,,10.0
2453,1998558,right,inter,head,,
2454,1605349,right,muscle,2,,
2455,1302247,left,inter,2,109.0,
2456,1646318,left,muscle,2,,
2457,1457903,,,,,
2458,1285875,right,inter,head,124.0,12.0
2459,1490675,left,inter,2,,3.0
2460,1654515,right,muscle,3,,
2461,188153,right,ciliated,head,,
2462,1302266,right,inter,head,,13.0
2463,499451,left,inter,head,124.0,12.0
2464,1203965,right,ciliated,0,,
2465,1343244,right,motor,3,,
2466,1580815,,,,,
2467,1629968,left,muscle,2,,
2468,1670927,right,muscle,1,,
2469,1351442,,,,,
2470,1163030,left,sensory,head,163.0,
2471,1580828,,,,,
2472,2416412,left,inter,2,,
2473,204577,left,ciliated,head,,
2474,1277733,,,,,
2475,1433397,left,motor,1,,
2476,1425208,,,,,
2477,1277759,left,motor,pygidium,82.0,
2478,1335104,left,,3,,
2479,1646402,left,,head,,
2480,1630022,left,muscle,2,,
2481,1302345,right,inter,3,,
2482,1433418,right,inter,head,,12.0
2483,1359694,right,inter,head,,
2484,1441614,right,inter,2,,1.0
2485,1482574,right,sensory,2,143.0,
2486,1613646,right,inter,1,60.0,7.0
2487,1638229,,,,,
2488,565079,left,inter,3,,1.0
2489,1957722,right,inter,1,,1.0
2490,1433435,,,,,
2491,1646429,left,muscle,1,,
2492,1408867,left,motor,3,63.0,
2493,1654629,right,inter,head,22.0,12.0
2494,1130360,left,sensory,head,49.0,
2495,1564536,,,,,
2496,1032061,right,muscle,2,,
2497,1367937,,,,,
2498,139142,left,sensory,1,38.0,
2499,1736582,right,muscle,3,,
2500,1523593,,,,,
2501,786317,,,,,
2502,2015119,left,sensory,head,100.0,
2503,442258,left,,,,
2504,1277851,right,sensory,3,143.0,
2505,147361,left,inter,1,,3.0
2506,1728420,,,,,
2507,1621926,right,muscle,3,,
2508,1359787,left,inter,0,,
2509,1327020,right,sensory,head,,15.0
2510,1449903,right,,1,,7.0
2511,1957809,right,motor,2,162.0,
2512,1408946,right,,3,,
2513,1400756,left,inter,3,70.0,3.0
2514,1335221,right,inter,head,,
2515,1392567,left,muscle,3,,
2516,1408956,right,muscle,3,,
2517,1122238,right,sensory,head,,
