,skids,side,class,segment,type,group
871,1272523,right,inter,head,,
872,494284,,,,,
873,1485520,,,,,
874,1272534,left,inter,head,,
875,1329884,right,inter,head,,
876,2312931,,,,,
877,1731304,right,inter,1,73.0,7.0
878,1321713,left,motor,head,178.0,
879,2001649,,,,,
880,1796852,,,,,
881,1477378,right,inter,2,,2.0
882,1313540,,,,,
883,1616645,right,inter,3,,1.0
884,1960708,,,,,
885,1403656,left,motor,2,68.0,
886,1329930,left,inter,2,,6.0
887,1608465,,,,,
888,1583898,left,muscle,0,,
889,1354525,right,inter,head,121.0,
890,1649437,left,muscle,1,,
891,1674019,right,inter,2,155.0,3.0
892,1567524,,,,,
893,183077,left,sensory,head,96.0,
894,1436454,left,inter,3,,
895,1960743,,,,,
896,944941,left,ciliated,1,,
897,478001,right,inter,3,,1.0
898,1329970,right,inter,head,,
899,1616689,,,,,
900,1747762,,,,,
901,1420085,left,inter,3,,3.0
902,674618,,inter,head,42.0,
903,1346362,right,inter,head,,
904,1379133,,,,,
905,1690429,right,motor,1,,
906,1313602,right,inter,1,,5.0
907,1567572,right,sensory,2,95.0,
908,1821526,,,,,
909,469848,right,inter,head,,
910,592728,right,muscle,1,,
911,1272664,right,sensory,head,100.0,
912,1436506,right,inter,2,,6.0
913,1395556,left,motor,2,61.0,
914,101233,left,ciliated,head,,
915,1264498,left,inter,head,,12.0
916,1305461,left,inter,1,,2.0
917,248696,left,sensory,head,133.0,
918,11135,left,sensory,head,1.0,
919,1411967,left,epithelia,head,,
920,1354628,right,inter,head,,
921,1584011,left,muscle,2,,
922,1272719,left,sensory,head,100.0,
923,1026962,right,motor,3,65.0,
924,1649555,left,muscle,1,,
925,1305492,left,motor,1,,
926,355224,left,inter,head,23.0,
927,1436570,left,inter,2,180.0,
928,1395614,right,muscle,2,,
929,1837982,right,sensory,2,71.0,
930,1280930,left,motor,2,,
931,1387435,right,motor,3,66.0,
932,1846187,left,inter,1,,4.0
933,1379252,left,,3,,
934,1354681,left,inter,head,,
935,265148,right,sensory,head,134.0,
936,1395647,left,motor,2,64.0,
937,1305540,,,,,
938,1444805,right,,3,,
939,1387465,left,sensory,3,71.0,
940,1420237,right,inter,2,73.0,7.0
941,1756110,,,,,
942,1395664,right,muscle,1,,
943,568273,right,muscle,0,,
944,1387474,left,inter,1,73.0,7.0
945,1453008,left,inter,1,,
946,1117148,right,sensory,head,,11.0
947,1166300,right,motor,1,87.0,
948,568290,right,muscle,1,,
949,1633251,left,muscle,2,,
950,445419,right,inter,pygidium,147.0,1.0
951,1395692,right,muscle,1,,
952,1575931,,,,,
953,1068035,,,,,
954,68613,right,inter,head,3.0,
955,1395717,right,muscle,1,,
956,1616901,,,,,
957,1633288,left,muscle,2,,
958,1387530,left,motor,3,159.0,
959,1420302,left,motor,3,,
960,633874,right,sensory,head,40.0,
961,1395731,right,muscle,1,,
962,2337812,right,sensory,head,,15.0
963,1354776,right,inter,head,,
964,945180,right,inter,2,,3.0
965,1551388,,,,,
966,1797151,,,,,
967,1166368,right,inter,3,,7.0
968,2296864,right,inter,head,,
969,1436707,left,muscle,3,,
970,1281060,right,sensory,head,100.0,
971,1674291,left,motor,1,162.0,
972,1543220,,,,,
973,1420342,left,muscle,3,,
974,19515,right,sensory,head,1.0,
975,715837,right,motor,1,63.0,
976,1797181,left,inter,head,175.0,13.0
977,1436736,left,muscle,3,,
978,1797187,left,inter,head,,13.0
979,1420356,left,muscle,3,,
980,1625158,left,sensory,3,80.0,
981,1387597,left,,2,,
982,1297489,right,motor,1,66.0,
983,1592405,left,muscle,1,,
984,1985623,,,,,
985,1453145,right,,1,,
986,306267,right,ciliated,head,,
987,1297501,left,inter,1,,2.0
988,1387613,right,motor,head,166.0,
989,167009,left,ciliated,head,,
990,1150049,right,,1,,
991,1715298,right,epithelia,head,,
992,1338468,left,inter,head,152.0,12.0
993,289898,left,sensory,head,45.0,
994,961644,right,motor,2,,
995,1272941,left,sensory,head,100.0,15.0
996,1166446,right,sensory,pygidium,98.0,9.0
997,1281133,,,,,
998,1420398,right,muscle,head,,
999,1764464,left,sensory,2,80.0,
1000,1928306,,,,,
1001,2010225,left,inter,2,,3.0
1002,1469561,right,inter,2,,2.0
1003,1551483,right,inter,2,105.0,
1004,1420415,left,motor,1,,
1005,756864,left,inter,head,,
1006,1395840,left,inter,2,,1.0
1007,1731718,right,inter,3,,4.0
1008,1485960,left,muscle,2,,
1009,1281169,right,sensory,head,80.0,
1010,1420440,left,muscle,3,,
1011,1387674,left,inter,3,,
1012,1330333,left,inter,head,,
1013,1485984,left,muscle,1,,
1014,273576,right,sensory,head,133.0,
1015,1420457,left,muscle,3,,
1016,1461417,left,muscle,2,,
1017,1576108,left,muscle,3,,
1018,1854639,right,inter,head,,13.0
1019,1608880,,,,,
1020,1379511,right,inter,2,,6.0
1021,1420472,left,muscle,3,,
1022,1273022,right,sensory,head,20.0,
1023,1576129,left,muscle,3,,
1024,2010309,right,motor,1,,
1025,1346759,left,sensory,head,100.0,
1026,1420496,left,muscle,3,,
1027,1486039,left,muscle,1,,
1028,1420504,left,muscle,3,,
1029,2297049,,,,,
1030,1658076,,,,,
1031,1379550,,,,,
1032,1420510,left,muscle,3,,
1033,1436895,right,inter,3,,
1034,1354979,left,inter,1,73.0,7.0
1035,2010340,right,inter,1,,2.0
1036,1617129,right,inter,2,109.0,
1037,1330410,right,inter,head,,
1038,1740016,,,,,
1039,1420530,right,muscle,3,,
1040,1600760,right,inter,1,79.0,7.0
1041,1420539,right,muscle,2,,
1042,1404156,,,,,
1043,486654,right,sensory,head,136.0,
1044,1092863,left,sensory,head,29.0,
1045,175367,left,ciliated,head,,
1046,1395980,left,motor,1,,
1047,27917,right,sensory,head,1.0,
1048,1412365,,,,,
1049,1600781,,,,,
1050,1051922,right,muscle,3,,
1051,945427,left,muscle,1,,
1052,1854746,right,motor,1,,
1053,1953050,left,motor,2,161.0,
1054,298270,left,sensory,head,41.0,
1055,1633569,left,muscle,2,,
1056,1518882,,,,,
1057,1346858,left,inter,head,,
1058,1273131,right,inter,head,160.0,
1059,1445167,right,,2,,
1060,1953072,,,,,
1061,1281333,right,sensory,head,100.0,
1062,1486136,left,inter,2,,4.0
1063,1977656,,,,,
1064,1600828,right,inter,2,,6.0
1065,1273155,left,sensory,head,40.0,
1066,1600836,right,inter,1,,4.0
1067,1355081,right,motor,2,106.0,
1068,1330509,right,sensory,head,25.0,
1069,1789261,right,inter,head,,12.0
1070,118101,right,sensory,head,37.0,
1071,798041,right,inter,head,76.0,
1072,1559897,right,muscle,2,,
1073,1314140,right,inter,2,,6.0
1074,1412448,,,,,
1075,1305955,left,muscle,1,,
1076,1396068,left,inter,1,,
1077,1437030,right,inter,3,79.0,7.0
1078,1674603,,,,,
1079,1338735,right,sensory,2,80.0,
1080,1363312,right,inter,head,120.0,
1081,1731953,right,inter,2,157.0,7.0
1082,1363316,left,inter,head,,
1083,1813880,right,motor,2,,
1084,568702,right,muscle,1,,
1085,445828,left,inter,2,79.0,7.0
1086,568710,right,muscle,1,,
1087,1224072,left,sensory,head,49.0,
1088,1281424,left,inter,pygidium,146.0,3.0
1089,1559953,right,muscle,1,,
1090,1617305,,,,,
1091,1404314,right,muscle,0,,
1092,707997,left,inter,3,,7.0
1093,1306016,right,sensory,head,,
1094,1756581,right,sensory,2,91.0,
1095,454054,left,sensory,head,29.0,
1096,1486247,right,motor,2,64.0,
1097,1609129,left,inter,1,,
1098,1412525,,,,,
1099,183731,right,ciliated,head,,
1100,1281473,right,inter,2,,3.0
1101,1404358,right,muscle,1,,
1102,1412560,right,inter,2,73.0,7.0
1103,1592784,right,muscle,1,,
1104,11731,left,sensory,head,1.0,
1105,1355223,right,inter,2,,1.0
1106,1404375,right,,1,,
1107,1650135,left,,head,,
1108,1404382,left,,1,,
1109,1052127,right,motor,3,,
1110,1412575,right,sensory,1,101.0,
1111,1953248,,,,,
1112,1371619,right,inter,head,116.0,
1113,1404388,right,muscle,1,,
1114,708069,right,,2,,
1115,1576419,,,,,
1116,1928680,right,inter,head,,12.0
1117,1453547,right,inter,1,,7.0
1118,1789424,left,inter,head,,
1119,1625586,left,muscle,2,,
1120,1732095,left,inter,2,73.0,7.0
1121,1830400,,,,,
1122,1576450,left,muscle,3,,
1123,1338884,left,inter,2,,6.0
1124,1732104,,,,,
1125,1273359,left,inter,head,21.0,
1126,1732111,right,motor,head,84.0,
1127,839186,left,sensory,head,,
1128,1306131,right,sensory,head,13.0,
1129,2338322,,,,,
1130,85530,left,inter,head,10.0,
1131,1486363,right,motor,2,64.0,
1132,1322525,left,inter,head,,
1133,1732125,left,inter,head,,14.0
1134,1306147,right,sensory,head,,
1135,1338917,left,motor,1,66.0,
1136,1855014,left,inter,1,,3.0
1137,1068584,right,sensory,head,13.0,
1138,519721,left,muscle,2,,
1139,1273386,,,,,
1140,1306155,right,sensory,head,,
1141,1478193,left,,2,,
1142,1928754,right,inter,head,,12.0
1143,192051,right,sensory,head,88.0,15.0
1144,1388085,left,,3,,
1145,1297975,left,motor,2,64.0,
1146,347709,right,inter,head,,
1147,1379902,right,,2,,
1148,1797698,right,motor,3,,
1149,1396291,,,,,
1150,1920579,left,inter,2,79.0,7.0
1151,1846855,right,inter,3,79.0,7.0
1152,208456,left,ciliated,head,,
1153,1003081,left,sensory,head,100.0,15.0
1154,1592906,right,muscle,1,,
1155,593488,right,muscle,0,,
1156,1437264,,,,,
1157,1445460,left,,3,,
1158,1461846,right,inter,2,,3.0
1159,1732185,right,muscle,2,,
1160,1322586,right,inter,head,,
1161,1396320,right,inter,2,,3.0
1162,1076839,left,ciliated,head,,
1163,1437289,,,,,
1164,708202,left,inter,3,74.0,7.0
1165,1453675,right,,3,,
1166,1355372,left,motor,head,19.0,
1167,1396335,right,motor,1,,
1168,1592945,right,muscle,1,,
1169,1617521,left,,3,,
1170,1314425,left,inter,head,119.0,
1171,1576570,,,,,
1172,1584762,right,muscle,1,,
1173,1830524,left,inter,1,,3.0
1174,1339008,left,motor,2,,
1175,708228,left,inter,2,79.0,7.0
1176,1306246,left,,0,,
1177,1846918,left,motor,3,,
1178,503432,left,inter,head,,
1179,2018953,,,,,
1180,2313870,,,,,
1181,1330831,right,inter,head,,
1182,1339023,right,inter,2,177.0,4.0
1183,1633938,left,muscle,2,,
1184,1322645,left,sensory,head,,
1185,1347222,right,epithelia,pygidium,,
1186,1396374,right,inter,1,,3.0
1187,1224344,left,ciliated,0,,
1188,1404567,left,inter,1,150.0,2.0
1189,2313882,left,inter,pygidium,147.0,1.0
1190,1306268,right,sensory,head,13.0,
1191,1379998,left,,2,,
1192,1658527,right,,2,,
1193,421537,right,,,,
1194,1732257,right,inter,3,,3.0
1195,1355427,right,sensory,head,,
1196,1158821,right,sensory,head,,
1197,1633963,left,muscle,2,,
1198,1830577,,,,,
1199,298685,left,sensory,head,,
1200,1347263,right,sensory,pygidium,98.0,9.0
1201,1306304,,,,,
1202,1461953,left,motor,2,64.0,
1203,1486527,left,muscle,3,,
1204,77507,left,sensory,head,18.0,
1205,1609407,left,,1,,
1206,1633987,left,muscle,2,,
1207,1593030,right,muscle,1,,
1208,1371847,right,inter,head,,
1209,1339080,left,epithelia,3,,
1210,1732295,right,inter,3,154.0,3.0
1211,1846984,,,,,
1212,1306315,left,ciliated,0,,
1213,1732300,right,inter,pygidium,145.0,1.0
1214,1584845,right,muscle,1,,
1215,1928908,,,,,
1216,1339088,left,sensory,3,95.0,
1217,1273554,left,inter,head,,
1218,1732307,right,,2,,
1219,1568469,right,muscle,1,,
1220,192214,right,sensory,head,100.0,15.0
1221,1273563,left,inter,head,,
1222,1928926,right,motor,1,,
1223,1732322,left,inter,3,,3.0
1224,331495,right,inter,head,,
1225,2010859,right,inter,2,,3.0
1226,1306349,right,sensory,1,81.0,
1227,77552,left,sensory,head,114.0,
1228,1732338,left,inter,2,155.0,3.0
1229,1830642,right,motor,2,,
1230,1478389,left,epithelia,3,,
1231,167671,left,sensory,head,33.0,
1232,1568505,right,muscle,0,,
1233,1347325,,,,,
1234,1732349,left,sensory,2,81.0,
1235,1486591,left,muscle,3,,
1236,519936,left,muscle,3,,
1237,192257,right,sensory,head,88.0,15.0
1238,1453826,left,,3,,
1239,1617669,right,muscle,2,,
1240,1421064,right,inter,3,79.0,7.0
1241,1363722,left,,1,,
1242,1371922,right,inter,1,105.0,
1243,1715988,,,,,
1244,1224471,left,,1,,
1245,1568536,right,muscle,1,,
1246,2002715,,,,,
1247,1625884,left,muscle,2,,
1248,1568544,right,muscle,1,,
1249,2010915,right,inter,2,176.0,6.0
1250,1486628,left,muscle,3,,
1251,1568555,right,muscle,0,,
1252,1339180,left,inter,3,,
1253,896817,right,inter,head,,
1254,2010932,,,,,
1255,1380150,right,inter,1,,4.0
1256,1486647,left,muscle,3,,
1257,1314620,left,muscle,2,,
1258,44863,left,sensory,head,172.0,
1259,2019137,right,inter,head,,13.0
1260,192323,right,sensory,head,88.0,15.0
1261,1732420,left,inter,head,,
1262,1027911,left,muscle,2,,
1263,1560393,left,inter,head,12.0,
1264,1027917,left,muscle,3,,
1265,1347407,left,inter,2,,7.0
1266,1355602,,,,,
1267,12115,left,sensory,head,1.0,
1268,1027923,left,muscle,3,,
1269,1363796,left,sensory,1,71.0,
1270,585558,left,inter,2,,
1271,1568596,left,muscle,1,,
1272,1331032,right,inter,head,21.0,
1273,1732439,left,inter,head,,
1274,257885,right,inter,head,7.0,
1275,1281886,left,sensory,head,131.0,
1276,1453917,,,,,
1277,1732448,left,inter,head,55.0,12.0
1278,1716071,,,,,
1279,110442,,,,,
1280,1781610,,,,,
1281,1855339,right,inter,0,,1.0
1282,1814382,right,,1,,
1283,1568623,right,muscle,1,,
1284,1929075,,,,,
1285,1396596,left,motor,3,64.0,
1286,1920885,right,motor,2,,
1287,1585014,right,muscle,1,,
1288,1027959,left,muscle,3,,
1289,1306490,left,inter,head,,
1290,1978235,,,,,
1291,987008,right,inter,1,77.0,7.0
1292,1462145,left,motor,1,,
1293,1699713,left,sensory,3,91.0,
1294,1937281,left,inter,2,,4.0
1295,1027978,left,muscle,2,,
1296,1281939,left,sensory,head,20.0,
1297,1372056,left,sensory,0,,
1298,1281947,,,,,
1299,1748893,,,,,
1300,77730,left,sensory,head,114.0,
1301,429993,left,sensory,head,31.0,
1302,380842,right,inter,head,,13.0
1303,1322922,,,,,
1304,1314734,right,inter,head,21.0,
1305,1437617,left,inter,1,,7.0
1306,192436,right,sensory,head,100.0,15.0
1307,1224630,left,inter,head,122.0,
1308,954295,right,inter,1,,7.0
1309,1699767,left,inter,3,,1.0
1310,593849,right,muscle,1,,
1311,1757115,right,motor,2,159.0,
1312,1486784,left,muscle,1,,
1313,1626051,left,muscle,2,,
1314,1281988,left,inter,head,,
1315,1363909,left,,2,,
1316,135113,left,inter,2,,
1317,577483,right,inter,3,105.0,
1318,1355728,left,inter,1,,3.0
1319,1462225,left,inter,2,,1.0
1320,1126354,left,sensory,head,13.0,
1321,888787,right,muscle,1,,
1322,1847252,left,sensory,0,167.0,
1323,1101784,left,sensory,head,13.0,
1324,774105,right,inter,head,55.0,12.0
1325,1306584,left,inter,head,56.0,12.0
1326,1486810,left,muscle,1,,
1327,1298402,left,ciliated,2,,
1328,1396714,left,muscle,1,,
1329,1306608,left,inter,2,,6.0
1330,1339377,left,inter,1,105.0,
1331,1462261,left,ciliated,3,,
1332,1077241,left,sensory,head,13.0,
1333,1298426,left,motor,1,59.0,
1334,1429497,,,,,
1335,1429504,,,,,
1336,1339394,,,,,
1337,462854,,,,,
1338,1396746,,,,,
1339,1568781,right,muscle,1,,
1340,1462290,left,inter,2,,1.0
1341,1396762,left,muscle,1,,
1342,1568802,left,muscle,1,,
1343,1216549,right,motor,3,69.0,
1344,1650725,right,inter,1,,1.0
1345,290858,right,sensory,head,111.0,
1346,1298484,left,inter,3,,3.0
1347,1396790,left,inter,3,,3.0
1348,1077309,right,sensory,head,27.0,
1349,1699907,,,,,
1350,1388614,left,sensory,3,89.0,
1351,1560655,left,inter,head,,12.0
1352,1265745,left,inter,head,,
1353,192595,right,sensory,head,88.0,15.0
1354,577621,right,ciliated,3,,
1355,1732697,right,inter,0,73.0,7.0
1356,1372259,,,,,
1357,1486952,,,,,
1358,1388649,left,sensory,3,80.0,
1359,1847405,left,,2,,
1360,1314929,left,inter,3,,5.0
1361,774258,left,,head,,
1362,1691763,left,sensory,3,71.0,
1363,1388660,left,sensory,3,89.0,
1364,1298552,left,sensory,head,97.0,
1365,364674,right,inter,head,174.0,
1366,1355911,right,sensory,head,,
1367,1421448,left,muscle,1,,
1368,1609864,right,sensory,2,71.0,
1369,168075,left,ciliated,head,,
1370,1568912,left,muscle,head,,
1371,1626256,,,,,
1372,1396899,right,muscle,3,,
1373,1618091,right,inter,pygidium,146.0,3.0
1374,1274031,right,sensory,pygidium,80.0,9.0
1375,1241266,right,motor,3,64.0,
1376,1396918,right,muscle,3,,
1377,1585339,right,muscle,1,,
1378,1773755,,,,,
1379,1364158,left,inter,3,79.0,7.0
1380,1380543,right,inter,3,,1.0
1381,1470654,left,inter,head,140.0,13.0
1382,1274053,left,sensory,pygidium,101.0,9.0
1383,1462469,,,,,
1384,1323208,left,sensory,head,,
1385,1700043,left,motor,3,,
1386,1667277,right,,1,,
1387,1560783,right,inter,2,155.0,3.0
1388,2011343,,,,,
1389,1315028,right,muscle,3,,
1390,766165,left,sensory,head,34.0,
1391,1339608,left,inter,head,153.0,12.0
1392,397532,left,ciliated,head,,
1393,1847524,,,,,
1394,1347815,left,inter,1,,3.0
1395,1700071,,,,,
1396,1306859,right,inter,1,,4.0
1397,422125,left,inter,1,77.0,7.0
1398,1585394,right,muscle,1,,
1399,1388788,right,inter,3,,1.0
1400,1446136,left,,1,,
1401,1421566,left,motor,3,,
1402,1118465,left,sensory,head,13.0,
1403,1364226,right,motor,1,162.0,
1404,1585416,left,,1,165.0,
1405,1249546,left,motor,2,64.0,
1406,1446155,,,,,
1407,1339663,left,muscle,0,,
1408,463126,left,sensory,head,,
1409,1626390,right,inter,2,,6.0
1410,2306326,right,inter,3,,
1411,1306906,right,inter,head,,
1412,1397020,right,,head,,
1413,1265951,left,inter,head,171.0,
1414,151847,left,sensory,head,1.0,
1415,1028395,right,muscle,3,,
1416,110892,left,inter,1,,1.0
1417,192812,right,sensory,head,88.0,15.0
1418,1446191,right,inter,2,,1.0
1419,1487151,right,,3,,
1420,1405233,left,muscle,head,,
1421,1601839,left,muscle,2,,
1422,1331507,right,sensory,head,32.0,
1423,1028407,right,muscle,3,,
1424,1569080,left,muscle,3,,
1425,143674,left,ciliated,head,,
1426,241978,right,sensory,head,5.0,
1427,1569091,left,muscle,3,,
1428,1659211,,,,,
1429,1544524,left,sensory,head,31.0,
1430,1405261,left,muscle,0,,
1431,1569102,left,muscle,3,,
1432,201048,right,,head,,
1433,1364315,right,motor,1,161.0,
1434,1487196,left,inter,2,,
1435,1339741,left,muscle,1,,
1436,1569125,left,muscle,3,,
1437,1339753,left,muscle,1,,
1438,1741164,,,,,
1439,1683821,left,inter,3,,1.0
1440,1069423,left,sensory,head,13.0,
1441,1397111,right,sensory,head,,
1442,1282428,left,sensory,head,32.0,
1443,1315203,right,sensory,head,29.0,
1444,962948,right,inter,2,,7.0
1445,1405317,left,,head,,
1446,1323402,left,sensory,head,,
1447,160141,right,sensory,head,88.0,15.0
1448,520593,left,muscle,1,,
1449,1356178,left,inter,2,,4.0
1450,1429907,,,,,
1451,1470866,,,,,
1452,1839508,right,inter,2,,1.0
1453,1405336,left,muscle,0,,
1454,1298844,left,sensory,head,25.0,
1455,594344,right,muscle,2,,
1456,1298856,left,inter,head,,
1457,1593769,,,,,
1458,1855915,left,inter,head,,12.0
1459,1683885,right,inter,2,,3.0
1460,1380795,right,muscle,3,,
1461,1855933,left,inter,head,,12.0
1462,1315271,right,sensory,head,29.0,
1463,1847754,left,sensory,2,95.0,
1464,1405391,,,,,
1465,1298898,left,inter,head,116.0,
1466,2027988,,,,,
1467,1626582,left,muscle,1,,
1468,1405399,right,inter,1,,2.0
1469,414173,,,,,
1470,1356253,left,inter,head,,
1471,1364445,left,inter,1,79.0,7.0
1472,1380835,right,muscle,3,,
1473,1274342,,,,,
1474,1929705,,,,,
1475,1380843,right,muscle,1,,
1476,45548,left,inter,head,23.0,
1477,1282544,,,,,
1478,1446384,left,,3,,
1479,1487347,,,,,
1480,430600,left,sensory,head,,
1481,1446409,,,,,
1482,1847818,left,sensory,2,95.0,
1483,1421839,left,motor,3,62.0,
1484,184848,right,ciliated,head,,
1485,1323536,left,sensory,head,,
1486,1692181,,,,,
1487,1282582,right,inter,head,,
1488,193047,right,sensory,head,88.0,15.0
1489,1552918,right,,2,,
1490,954910,right,motor,3,68.0,
1491,537119,left,inter,head,,
1492,537125,left,sensory,head,130.0,
1493,1364517,left,sensory,pygidium,80.0,9.0
1494,1380903,left,inter,3,,
1495,1397285,right,inter,3,,3.0
1496,1675823,right,sensory,1,,
1497,520755,left,muscle,1,,
1498,1421893,left,inter,2,,3.0
1499,1274440,left,inter,3,,1.0
1500,1725002,left,inter,1,,4.0
1501,1397326,right,inter,3,,3.0
1502,1839707,,,,,
1503,1307230,right,sensory,1,94.0,
1504,1331806,left,inter,head,,
1505,184928,right,ciliated,head,,
1506,1397346,left,inter,3,,2.0
1507,1323621,right,motor,3,107.0,
1508,1348199,left,inter,head,,
1509,1397352,left,inter,2,,
1510,1741418,left,motor,1,64.0,
1511,1913451,right,,2,,
1512,1741422,left,motor,1,64.0,
1513,1307247,right,sensory,1,94.0,
1514,1299058,right,inter,head,,
1515,1446515,right,inter,3,,
1516,1274485,left,inter,3,,
1517,1675901,left,inter,1,,4.0
1518,111231,right,inter,head,,12.0
1519,1626756,left,muscle,1,,
1520,1979013,,,,,
1521,2003588,,,,,
1522,1438343,right,,3,146.0,3.0
1523,119436,right,inter,head,53.0,12.0
1524,1028750,left,muscle,2,,
1525,1274514,,,,,
1526,1323673,,,,,
1527,1397402,,,,,
1528,1700509,,,,,
1529,1913503,,,,,
1530,1454752,left,muscle,2,,
1531,1446561,left,inter,2,,3.0
1532,21156,,,,,
1533,1323687,right,,3,,
1534,1831596,left,motor,2,64.0,
1535,1413805,right,inter,2,,3.0
1536,955074,right,motor,2,61.0,
1537,1823435,,,,,
1538,37580,right,inter,head,2.0,
1539,1381077,right,muscle,2,,
1540,1381082,,,,,
1541,1413851,,,,,
1542,1823451,right,epithelia,3,,
1543,488162,left,sensory,head,114.0,
1544,1585890,right,muscle,1,,
1545,1741539,right,inter,2,,
1546,660198,,,,,
1547,1274603,right,inter,pygidium,146.0,3.0
1548,1372913,left,motor,2,107.0,
1549,1725169,right,inter,2,,7.0
1550,1340149,,,,,
1551,1381112,right,muscle,2,,
1552,979707,left,muscle,1,,
1553,1323773,left,inter,2,,2.0
1554,1454846,left,inter,head,,
1555,119551,,,,,
1556,1831679,left,motor,2,66.0,
1557,463617,left,sensory,head,148.0,
1558,1381127,left,sensory,3,71.0,
1559,1356560,left,inter,head,,
1560,1397520,,,,,
1561,1692432,,,,,
1562,1913626,,,,,
1563,1323803,,,,,
1564,1536795,,,,,
1565,1405726,left,inter,2,,7.0
1566,1856288,left,inter,1,,1.0
1567,1364769,right,sensory,head,97.0,
1568,1135395,right,motor,3,128.0,
1569,1626922,left,muscle,1,,
1570,1815347,,,,,
1571,1323828,left,inter,3,,
1572,1389371,left,inter,3,,1.0
1573,1299267,left,sensory,head,17.0,
1574,1307459,right,,2,,
1575,1667913,right,,2,64.0,
1576,54090,right,inter,head,57.0,
1577,1274699,,,,,
1578,1454932,right,inter,2,,7.0
1579,2339675,,,,,
1580,1831781,,,,,
1581,1307494,,,,,
1582,1323882,right,inter,3,,3.0
1583,1438573,,,,,
1584,1528697,right,motor,3,,
1585,1569660,right,inter,1,149.0,7.0
1586,1586046,,,,,
1587,1307524,right,motor,2,67.0,
1588,144261,left,motor,pygidium,82.0,
1589,1348484,right,motor,2,65.0,
1590,1397639,right,inter,3,,3.0
1591,1373064,left,inter,head,,
1592,1381260,,,,,
1593,1405840,right,inter,2,,6.0
1594,1954706,,,,,
1595,1282965,right,sensory,head,100.0,15.0
1596,1430426,right,inter,head,124.0,12.0
1597,2012071,,,,,
1598,1282984,right,,head,,
1599,1389486,,,,,
1600,1274799,right,motor,1,142.0,
1601,1282992,left,,head,,
1602,1643440,left,,1,,
1603,1282998,left,,head,,
1604,1848249,left,motor,2,,
1605,1471420,left,sensory,head,,10.0
1606,1274820,left,inter,2,,7.0
1607,1594313,right,sensory,pygidium,93.0,9.0
1608,1635279,left,inter,head,,12.0
1609,1414103,,,,,
1610,250842,right,sensory,head,39.0,
1611,1430491,left,inter,3,,2.0
1612,1438682,left,inter,2,,7.0
1613,1323997,,,,,
1614,1471450,left,inter,head,,
1615,1422303,left,inter,3,,5.0
1616,1348581,left,muscle,2,,
1617,1029097,left,muscle,2,,
1618,955370,right,inter,2,,3.0
1619,1283053,right,sensory,head,96.0,
1620,1340398,right,inter,1,,1.0
1621,660463,left,sensory,head,,
1622,1397746,left,muscle,2,,
1623,1356793,left,muscle,2,,
1624,1700859,left,sensory,3,91.0,
1625,939008,left,muscle,3,,
1626,1397762,left,muscle,2,,
1627,758789,left,sensory,head,,
1628,1348615,right,,1,,
1629,1307663,right,inter,head,140.0,13.0
1630,1586199,right,muscle,1,,
1631,1332248,right,inter,head,,
1632,1971227,right,motor,2,,
1633,1733661,,,,,
1634,1258527,left,inter,head,,
1635,1520675,left,inter,2,,1.0
1636,1332260,right,inter,head,120.0,
1637,1659941,left,,2,,
1638,1963046,,,,,
1639,1373224,right,,3,,
1640,1348649,left,sensory,1,80.0,
1641,1725480,right,inter,2,,7.0
1642,1840169,right,inter,3,,
1643,308269,right,sensory,head,129.0,
1644,1348661,left,sensory,1,91.0,
1645,1397815,left,muscle,1,,
1646,1971259,left,motor,3,107.0,
1647,1414213,left,motor,3,69.0,
1648,1455178,left,inter,1,,2.0
1649,1324107,right,inter,3,,7.0
1650,1700942,left,sensory,3,91.0,
1651,357455,right,inter,head,,
1652,1455183,,,,,
1653,1340501,right,inter,2,79.0,7.0
1654,758871,right,inter,2,,2.0
1655,1332314,right,inter,head,120.0,
1656,1373277,,,,,
1657,390240,right,sensory,0,167.0,
1658,1307745,left,inter,head,,12.0
1659,1946723,,,,,
1660,1578084,right,inter,head,,
1661,1307754,,,,,
1662,1397866,,,,,
1663,1594476,,,,,
1664,1356912,right,muscle,head,,
1665,2028656,left,,2,,
1666,1340536,,,,,
1667,1602680,right,inter,1,,3.0
1668,1545339,right,muscle,2,,
1669,1381501,left,inter,2,,2.0
1670,1447037,left,motor,3,156.0,
1671,1397887,left,inter,1,,2.0
1672,1586304,right,muscle,1,,
1673,1275010,left,muscle,3,,
1674,1299586,right,inter,head,118.0,
1675,1717380,left,inter,1,,
1676,1545349,left,inter,3,73.0,7.0
1677,1651849,right,,1,,
1678,668812,left,sensory,pygidium,170.0,9.0
1679,1332367,right,sensory,head,32.0,
1680,1455247,left,,2,,
1681,1275026,left,sensory,pygidium,101.0,9.0
1682,13459,left,sensory,head,1.0,
1683,2233503,,,,,
1684,1348770,right,sensory,1,80.0,
1685,1332389,right,inter,head,120.0,
1686,365738,,,,,
1687,1356971,right,inter,head,,13.0
1688,1275053,left,sensory,pygidium,101.0,9.0
1689,2028720,left,motor,2,128.0,
1690,185521,right,inter,1,,2.0
1691,1815732,right,motor,2,,
1692,1356982,right,sensory,1,91.0,
1693,1635512,left,muscle,3,,
1694,324793,right,sensory,head,100.0,
1695,2233530,,,,,
1696,1397950,,,,,
1697,177343,right,sensory,head,92.0,
1698,1086656,left,inter,head,,
1699,1316038,left,inter,head,,
