skids,side,class,segment,type,group
1360335,r,N/A,head,N/A,N/A
1606096,r,N/A,1,N/A,N/A
1343953,r,N/A,head,N/A,N/A
1278418,r,i,3,N/A,1
1663439,r,m,1,N/A,N/A
1917392,r,N/A,2,N/A,N/A
1974736,r,N/A,1,N/A,N/A
1761750,r,N/A,N/A,N/A,N/A
1319384,r,s,head,N/A,N/A
1958360,r,N/A,1,N/A,N/A
1343962,r,i,head,N/A,N/A
1606107,r,N/A,1,N/A,N/A
1630683,r,N/A,3,N/A,N/A
1712605,r,N/A,N/A,N/A,N/A
1769948,r,s,0,N/A,16
197087,r,i,1,N/A,N/A
713183,r,i,1,N/A,N/A
1761760,r,N/A,N/A,N/A,N/A
1393122,r,N/A,1,N/A,N/A
1917404,r,N/A,2,N/A,N/A
672228,r,s,head,41,N/A
1376741,r,N/A,1,N/A,N/A
1671653,r,N/A,3,N/A,N/A
1712615,r,N/A,head,N/A,N/A
1335784,r,N/A,head,N/A,N/A
1401321,r,m,3,N/A,N/A
2236901,r,N/A,3,N/A,N/A
1524203,r,N/A,3,N/A,N/A
1737195,r,N/A,2,N/A,N/A
1917422,r,N/A,1,N/A,N/A
1622511,r,N/A,2,N/A,N/A
1630704,r,N/A,3,N/A,N/A
1737202,r,N/A,3,N/A,N/A
2236915,r,N/A,3,N/A,N/A
1343988,r,N/A,head,N/A,N/A
1917429,r,N/A,2,N/A,N/A
2294259,r,N/A,head,N/A,N/A
1327607,r,s,head,30,N/A
1991159,r,N/A,2,N/A,N/A
1638906,r,N/A,1,N/A,N/A
1966586,r,N/A,3,N/A,N/A
1450492,r,N/A,3,N/A,N/A
1663484,r,N/A,1,N/A,N/A
1303041,r,N/A,3,N/A,N/A
1393153,r,N/A,3,N/A,N/A
2236934,r,N/A,3,N/A,N/A
1303048,r,N/A,2,N/A,N/A
1835528,r,N/A,1,N/A,N/A
1630733,r,N/A,3,N/A,N/A
1753614,r,N/A,head,N/A,N/A
1769998,r,s,0,N/A,16
1204752,r,N/A,0,N/A,N/A
1991181,r,N/A,2,N/A,N/A
1442322,r,N/A,2,N/A,N/A
762387,r,i,head,N/A,14
1638931,r,N/A,1,N/A,N/A
2294293,r,i,head,N/A,N/A
1589782,r,i,1,N/A,N/A
1409561,r,i,3,N/A,1
1770014,r,s,0,N/A,16
1630751,r,N/A,3,N/A,N/A
1991204,r,N/A,2,N/A,N/A
1319462,r,N/A,head,N/A,N/A
1303089,r,N/A,1,N/A,N/A
746037,r,N/A,head,N/A,N/A
1524280,r,N/A,3,N/A,N/A
1344059,r,i,head,N/A,N/A
1770044,r,s,0,N/A,16
1589825,r,N/A,2,N/A,N/A
1016386,r,N/A,N/A,N/A,N/A
1630787,r,i,3,N/A,N/A
1786438,r,N/A,head,N/A,N/A
1360456,r,i,head,N/A,N/A
2294345,r,N/A,head,N/A,N/A
639562,r,N/A,head,N/A,N/A
1524299,r,N/A,3,N/A,N/A
1770061,r,s,0,N/A,16
1016400,r,N/A,0,N/A,N/A
442961,r,s,head,48,N/A
1417810,r,s,head,168,N/A
1991248,r,N/A,2,N/A,N/A
1344084,r,i,head,N/A,N/A
2294357,r,i,head,N/A,N/A
1819223,r,N/A,N/A,N/A,N/A
1942104,r,N/A,3,N/A,N/A
1524314,r,N/A,3,N/A,N/A
705116,r,i,2,N/A,1
442973,r,i,pygidium,146,3
1630813,r,N/A,3,N/A,N/A
1360479,r,i,head,N/A,N/A
1303136,r,N/A,head,N/A,N/A
1434209,r,i,3,N/A,N/A
1442401,r,N/A,2,N/A,N/A
1294947,r,N/A,head,N/A,N/A
1770076,r,s,0,N/A,16
1819232,r,N/A,0,N/A,N/A
1606247,r,N/A,1,N/A,N/A
1442411,r,N/A,2,N/A,N/A
1942123,r,N/A,3,N/A,N/A
1303153,r,i,head,N/A,N/A
1450610,r,i,3,N/A,3
1491577,r,i,2,N/A,2
1442426,r,N/A,2,N/A,N/A
1409659,r,i,pygidium,146,3
1819259,r,N/A,N/A,N/A,N/A
1098366,r,s,head,N/A,N/A
1393280,r,s,head,N/A,10
1843840,r,N/A,0,N/A,N/A
1294978,r,N/A,head,N/A,N/A
1442435,r,N/A,2,N/A,N/A
1393284,r,N/A,3,N/A,N/A
1843845,r,N/A,0,N/A,N/A
1409671,r,i,pygidium,146,3
1614475,r,N/A,3,N/A,N/A
1655437,r,N/A,1,N/A,N/A
1589904,r,N/A,2,N/A,N/A
1286801,r,i,1,N/A,7
1278611,r,N/A,N/A,N/A,N/A
1327767,r,s,head,163,N/A
1442456,r,N/A,3,N/A,N/A
1630874,r,N/A,1,N/A,N/A
1622684,r,N/A,pygidium,N/A,N/A
1286813,r,i,head,N/A,N/A
1393309,r,N/A,3,N/A,N/A
1409695,r,N/A,pygidium,N/A,N/A
1688223,r,N/A,1,N/A,N/A
582306,r,N/A,3,N/A,N/A
1442466,r,N/A,3,N/A,N/A
1286821,r,i,head,N/A,N/A
1589925,r,N/A,2,N/A,N/A
1442471,r,m,3,N/A,N/A
1286825,r,i,head,N/A,N/A
1442476,r,i,3,N/A,N/A
1360557,r,i,head,N/A,N/A
1524397,r,N/A,3,N/A,N/A
1819311,r,N/A,N/A,N/A,N/A
1409712,r,s,3,N/A,N/A
1991346,r,N/A,2,N/A,N/A
1704627,r,i,head,171,N/A
1622708,r,N/A,pygidium,N/A,N/A
1360565,r,s,2,81,N/A
1393334,r,N/A,3,N/A,N/A
541367,r,s,head,29,N/A
1852084,r,N/A,1,N/A,N/A
1278649,r,N/A,head,N/A,N/A
1934009,r,N/A,3,N/A,N/A
1802940,r,N/A,3,N/A,N/A
1729214,r,i,head,N/A,N/A
1852097,r,N/A,1,N/A,N/A
1802948,r,N/A,3,N/A,N/A
1934020,r,N/A,3,N/A,N/A
1655498,r,N/A,1,N/A,N/A
1671883,r,N/A,2,N/A,N/A
1802957,r,N/A,3,N/A,N/A
1344206,r,i,head,N/A,N/A
983759,r,s,head,114,N/A
1852112,r,N/A,1,N/A,N/A
1688273,r,N/A,1,N/A,N/A
1934032,r,N/A,3,N/A,N/A
1630931,r,N/A,3,N/A,N/A
1442517,r,N/A,1,N/A,N/A
1819350,r,N/A,N/A,N/A,N/A
1860311,r,N/A,3,N/A,N/A
1344216,r,N/A,head,N/A,N/A
180953,r,N/A,head,N/A,N/A
1442522,r,N/A,1,N/A,N/A
1802969,r,N/A,3,N/A,N/A
1852121,r,N/A,1,N/A,N/A
1098461,r,N/A,head,N/A,N/A
1442527,r,N/A,1,N/A,N/A
1319649,r,s,head,29,N/A
1368802,r,N/A,head,N/A,N/A
1802978,r,N/A,2,N/A,N/A
1442532,r,N/A,1,N/A,N/A
1975013,r,N/A,3,N/A,N/A
1319657,r,s,head,103,N/A
1442537,r,N/A,1,N/A,N/A
1802986,r,N/A,2,N/A,N/A
1966833,r,N/A,2,N/A,N/A
770802,r,s,head,34,N/A
1442547,r,N/A,1,N/A,N/A
369396,r,i,pygidium,72,1
1802994,r,N/A,2,N/A,N/A
1983218,r,N/A,2,N/A,N/A
1934072,r,N/A,3,N/A,N/A
1860345,r,N/A,3,N/A,N/A
1270523,r,s,head,N/A,11
1311483,r,i,head,127,N/A
1630975,r,N/A,pygidium,N/A,N/A
1123072,r,s,head,173,N/A
1442560,r,N/A,1,N/A,N/A
1934084,r,N/A,3,N/A,N/A
1442568,r,i,1,N/A,N/A
1721097,r,N/A,2,N/A,N/A
1442572,r,m,1,N/A,N/A
1655564,r,N/A,head,N/A,N/A
1770252,r,s,0,N/A,16
1934094,r,N/A,3,N/A,N/A
2188044,r,N/A,1,N/A,N/A
992019,r,s,2,80,N/A
1622803,r,N/A,pygidium,N/A,N/A
1319704,r,i,head,N/A,N/A
1860378,r,N/A,3,N/A,N/A
1770267,r,s,0,N/A,16
1934107,r,N/A,3,N/A,N/A
1606431,r,N/A,2,N/A,N/A
1991456,r,N/A,2,N/A,N/A
1336100,r,N/A,head,N/A,N/A
1934118,r,N/A,3,N/A,N/A
1442600,r,N/A,1,N/A,N/A
1770281,r,s,0,N/A,16
2188072,r,N/A,1,N/A,N/A
1450796,r,i,2,N/A,1
1319725,r,i,head,N/A,N/A
1426221,r,N/A,3,N/A,N/A
1631021,r,N/A,1,N/A,N/A
1942316,r,N/A,3,N/A,N/A
1991471,r,N/A,2,N/A,N/A
1033010,r,N/A,2,N/A,N/A
1409843,r,N/A,pygidium,N/A,N/A
1696562,r,i,3,N/A,6
1336117,r,i,head,N/A,N/A
1778482,r,s,2,95,N/A
1770295,r,s,N/A,N/A,16
246584,r,i,head,6,N/A
1295161,r,i,1,N/A,N/A
1778488,r,N/A,2,N/A,N/A
1934130,r,N/A,3,N/A,N/A
1934140,r,N/A,3,N/A,N/A
1631037,r,N/A,1,N/A,N/A
1327935,r,N/A,head,N/A,N/A
1426243,r,N/A,3,N/A,N/A
1983300,r,N/A,1,N/A,N/A
1770309,r,s,0,N/A,16
1311558,r,s,head,N/A,N/A
1319751,r,s,head,N/A,N/A
1934151,r,N/A,3,N/A,N/A
2188102,r,N/A,1,N/A,N/A
1311564,r,s,head,N/A,N/A
557901,r,m,1,162,N/A
1753932,r,m,1,N/A,N/A
1426255,r,N/A,3,N/A,N/A
1000272,r,i,1,N/A,2
2188113,r,N/A,2,N/A,N/A
1819478,r,N/A,0,N/A,N/A
1442647,r,N/A,1,N/A,N/A
1770329,r,s,0,N/A,16
1631067,r,N/A,1,N/A,N/A
2188124,r,N/A,2,N/A,N/A
1983327,r,N/A,1,N/A,N/A
1860450,r,N/A,3,N/A,N/A
2188130,r,N/A,2,N/A,N/A
1770341,r,s,0,N/A,16
1016678,r,i,head,N/A,N/A
1500009,r,N/A,N/A,N/A,N/A
1803113,r,N/A,2,N/A,N/A
893804,r,i,head,N/A,N/A
1311597,r,s,head,N/A,8
1500014,r,N/A,head,N/A,N/A
1991540,r,N/A,2,N/A,N/A
557944,r,i,head,N/A,12
1770363,r,s,0,N/A,16
992125,r,N/A,3,N/A,N/A
1844094,r,N/A,0,N/A,N/A
1295231,r,i,2,N/A,4
1631103,r,N/A,pygidium,N/A,N/A
1328001,r,N/A,3,N/A,N/A
1409923,r,N/A,head,N/A,N/A
1688455,r,N/A,1,N/A,N/A
1950602,r,m,2,162,N/A
992139,r,N/A,3,N/A,N/A
1770381,r,s,0,N/A,16
1393552,r,i,2,N/A,3
1983377,r,N/A,1,N/A,N/A
2007954,r,i,2,N/A,3
1409943,r,N/A,head,N/A,N/A
1385368,r,N/A,head,N/A,N/A
1770395,r,s,0,N/A,16
1983400,r,N/A,1,N/A,N/A
295849,r,s,head,52,N/A
1418155,r,N/A,3,N/A,N/A
1770411,r,s,0,N/A,16
1377198,r,s,2,94,N/A
1319856,r,i,head,N/A,N/A
1794992,r,i,1,N/A,1
1172402,r,i,3,N/A,N/A
328632,r,i,head,2,N/A
1319865,r,N/A,head,N/A,N/A
1983416,r,N/A,2,N/A,N/A
1786813,r,N/A,N/A,N/A,N/A
1655742,r,N/A,1,N/A,N/A
1991615,r,N/A,2,N/A,N/A
1319873,r,i,head,N/A,N/A
1393603,r,N/A,head,N/A,N/A
1745859,r,N/A,N/A,N/A,N/A
1770436,r,s,0,N/A,16
1590216,r,N/A,3,N/A,N/A
1319881,r,i,head,N/A,N/A
1393612,r,N/A,head,N/A,N/A
1409996,r,N/A,head,N/A,N/A
1860557,r,N/A,3,N/A,N/A
1917900,r,N/A,1,N/A,N/A
1311697,r,i,head,N/A,N/A
1319889,r,i,head,N/A,N/A
1745873,r,N/A,N/A,N/A,N/A
1770449,r,N/A,0,N/A,16
771032,r,N/A,N/A,N/A,N/A
1688539,r,N/A,1,N/A,N/A
1745884,r,N/A,N/A,N/A,N/A
1852382,r,N/A,N/A,N/A,N/A
1655775,r,N/A,1,N/A,N/A
1311712,r,s,head,N/A,11
1434598,r,m,pygidium,64,N/A
1975270,r,N/A,3,N/A,N/A
1360872,r,N/A,head,N/A,N/A
1770472,r,N/A,0,N/A,N/A
1983465,r,N/A,head,N/A,N/A
1745899,r,N/A,head,N/A,N/A
1426413,r,i,head,N/A,N/A
1278959,r,i,3,N/A,4
771063,r,N/A,head,N/A,N/A
1319927,r,i,head,N/A,N/A
1410041,r,N/A,head,N/A,N/A
1647610,r,N/A,head,N/A,N/A
1745911,r,N/A,head,N/A,N/A
1401852,r,s,2,71,N/A
1991678,r,N/A,2,N/A,N/A
1336321,r,i,head,144,13
1377281,r,N/A,pygidium,N/A,N/A
1459204,r,N/A,1,N/A,N/A
1434632,r,s,3,N/A,N/A
1623049,r,N/A,pygidium,N/A,N/A
1467402,r,N/A,N/A,N/A,N/A
1786889,r,N/A,2,N/A,N/A
1975310,r,N/A,3,N/A,N/A
1786901,r,N/A,2,N/A,N/A
1532950,r,N/A,head,N/A,N/A
1385497,r,i,3,N/A,N/A
1549338,r,N/A,0,N/A,N/A
1377307,r,s,0,N/A,16
1532956,r,N/A,head,N/A,N/A
1745949,r,N/A,head,N/A,N/A
1328158,r,s,head,31,N/A
1426462,r,i,head,N/A,N/A
1532960,r,N/A,head,N/A,N/A
1983514,r,N/A,1,N/A,N/A
1336354,r,s,pygidium,98,9
1991714,r,N/A,2,N/A,N/A
1745961,r,N/A,head,N/A,N/A
1311787,r,N/A,1,N/A,5
1115182,r,N/A,head,N/A,N/A
1336367,r,N/A,head,N/A,N/A
1655856,r,N/A,1,N/A,N/A
1532979,r,N/A,head,N/A,N/A
1745972,r,N/A,head,N/A,N/A
992309,r,N/A,3,N/A,N/A
1336373,r,N/A,head,N/A,N/A
1344565,r,s,pygidium,98,9
1606709,r,i,1,N/A,N/A
1328186,r,s,head,31,N/A
1999932,r,s,1,95,N/A
476224,r,s,head,163,N/A
1991745,r,N/A,2,N/A,N/A
1328194,r,s,head,31,N/A
1492035,r,N/A,1,N/A,N/A
1983555,r,N/A,1,N/A,N/A
1745990,r,N/A,N/A,N/A,N/A
1360967,r,s,pygidium,N/A,9
1999943,r,N/A,1,N/A,N/A
1590351,r,N/A,3,N/A,N/A
1999956,r,i,1,N/A,N/A
1344599,r,s,pygidium,98,9
1852506,r,N/A,0,N/A,N/A
1172572,r,i,3,N/A,N/A
1983582,r,N/A,1,N/A,N/A
1770592,r,s,0,N/A,16
861282,r,N/A,0,N/A,N/A
1336418,r,N/A,head,N/A,N/A
1295460,r,i,1,N/A,N/A
1410146,r,s,head,114,N/A
1172582,r,i,3,N/A,3
1852518,r,N/A,0,N/A,N/A
590953,r,i,head,57,N/A
1426539,r,N/A,head,N/A,N/A
1983595,r,N/A,1,N/A,N/A
1549423,r,N/A,head,N/A,N/A
1688689,r,s,head,100,N/A
1426546,r,N/A,head,N/A,N/A
1770610,r,s,0,N/A,16
1991797,r,N/A,2,N/A,N/A
992374,r,N/A,2,N/A,N/A
1082490,r,i,1,N/A,3
1950842,r,N/A,1,N/A,N/A
992383,r,N/A,2,N/A,N/A
1991811,r,N/A,2,N/A,N/A
1426565,r,i,1,N/A,2
1983623,r,N/A,1,N/A,N/A
992392,r,N/A,2,N/A,N/A
1361034,r,N/A,pygidium,N/A,N/A
1934475,r,N/A,2,N/A,N/A
918668,r,N/A,N/A,N/A,N/A
992401,r,N/A,2,N/A,N/A
1311897,r,i,head,N/A,N/A
1442970,r,s,3,89,N/A
1803417,r,i,3,N/A,N/A
1983641,r,N/A,1,N/A,N/A
2253981,r,N/A,3,N/A,N/A
1623200,r,N/A,pygidium,N/A,N/A
1639584,r,s,head,31,N/A
992419,r,N/A,2,N/A,N/A
1803427,r,N/A,3,N/A,N/A
1328295,r,s,head,N/A,15
1983657,r,N/A,1,N/A,N/A
1918124,r,N/A,1,N/A,N/A
189615,r,s,head,96,N/A
1623219,r,N/A,pygidium,N/A,N/A
1328308,r,s,head,N/A,15
1770675,r,N/A,0,N/A,N/A
992438,r,N/A,1,N/A,N/A
1918135,r,N/A,2,N/A,N/A
1950906,r,N/A,1,N/A,N/A
992446,r,N/A,1,N/A,N/A
1991875,r,N/A,2,N/A,N/A
1426630,r,i,3,N/A,N/A
1983689,r,N/A,1,N/A,N/A
959690,r,N/A,head,N/A,N/A
1328330,r,s,head,N/A,15
1377483,r,m,1,N/A,N/A
1590476,r,N/A,3,N/A,N/A
1352910,r,N/A,0,N/A,N/A
1623244,r,N/A,pygidium,N/A,N/A
1639628,r,N/A,1,N/A,N/A
386260,r,i,head,N/A,N/A
1410263,r,N/A,3,N/A,N/A
672986,r,i,head,N/A,N/A
1328349,r,s,head,N/A,15
1590497,r,N/A,3,N/A,N/A
1410274,r,m,3,N/A,N/A
1623273,r,N/A,pygidium,N/A,N/A
1393903,r,N/A,3,N/A,N/A
1688816,r,i,1,N/A,N/A
1918193,r,N/A,2,N/A,N/A
1328370,r,s,head,N/A,15
1410290,r,m,2,N/A,N/A
1991919,r,N/A,2,N/A,N/A
1582325,r,N/A,1,N/A,N/A
1361146,r,s,1,91,N/A
1639675,r,s,head,N/A,N/A
