skids,side,class,segment,type,group
1313126,l,i,pygidium,146,3
1321320,N/A,N/A,N/A,N/A,N/A
1370473,l,i,head,N/A,N/A
1829226,N/A,N/A,N/A,N/A,N/A
575853,r,N/A,2,N/A,N/A
1599859,N/A,N/A,N/A,N/A,N/A
313716,r,i,head,7,N/A
1419639,l,i,1,N/A,2
1362300,l,i,3,N/A,3
1403261,r,i,1,N/A,2
1952126,N/A,N/A,N/A,N/A,N/A
1304968,r,i,head,23,N/A
1304979,r,i,head,N/A,N/A
1477012,N/A,N/A,N/A,N/A,N/A
1395094,r,i,3,N/A,3
1460631,r,i,2,N/A,1
1739164,l,N/A,2,N/A,1
1304990,r,i,1,78,7
1952161,l,s,2,N/A,N/A
1444259,N/A,N/A,N/A,N/A,N/A
1952169,N/A,N/A,N/A,N/A,N/A
1763759,r,m,3,159,N/A
1493426,l,i,1,N/A,6
27064,r,s,head,1,N/A
1739198,l,i,1,158,4
1051076,r,N/A,2,N/A,N/A
1026501,r,m,3,64,N/A
1337798,r,s,3,80,N/A
518599,l,N/A,1,N/A,N/A
1386950,r,i,3,N/A,4
1731014,r,i,2,N/A,6
92619,l,i,head,124,12
1337804,r,s,3,91,N/A
1436108,l,m,2,165,N/A
174545,l,N/A,head,N/A,N/A
1329618,l,N/A,N/A,N/A,N/A
1386964,l,N/A,3,N/A,N/A
1018325,l,i,1,N/A,4
1567189,r,m,2,63,N/A
1354209,l,i,2,N/A,1
207330,l,N/A,head,N/A,N/A
1133028,N/A,N/A,N/A,N/A,N/A
1567204,r,N/A,2,N/A,N/A
1952229,N/A,N/A,N/A,N/A,N/A
1378791,l,i,1,N/A,5
2001380,l,i,2,N/A,1
84457,rc,N/A,head,N/A,N/A
2255347,N/A,N/A,N/A,N/A,N/A
1731062,r,s,3,71,N/A
1624567,l,i,2,108,N/A
584184,l,i,head,N/A,N/A
1411577,r,s,head,32,N/A
2001402,N/A,N/A,N/A,N/A,N/A
1214973,l,s,head,13,N/A
1477119,r,m,2,N/A,N/A
1845760,r,s,2,71,N/A
1329666,r,s,head,N/A,15
1321475,r,i,head,75,13
1427971,l,N/A,N/A,N/A,N/A
1690116,r,s,2,91,N/A
1075718,l,s,head,27,N/A
190983,r,i,head,23,N/A
2009602,r,i,2,N/A,3
1411593,r,s,head,32,N/A
1419787,r,s,head,N/A,N/A
1296919,r,i,1,N/A,N/A
1714711,r,i,1,N/A,N/A
1280537,r,i,head,N/A,N/A
1411609,r,i,head,N/A,N/A
1460772,r,m,2,64,N/A
1215017,r,i,head,140,13
1968682,l,i,2,N/A,N/A
1411627,l,s,head,29,N/A
1075760,r,s,head,13,N/A
1591857,N/A,N/A,N/A,N/A,N/A
1567283,r,N/A,2,N/A,N/A
1821239,N/A,N/A,N/A,N/A,N/A
1321532,l,i,head,N/A,12
1370693,r,i,0,N/A,1
1460810,l,N/A,2,N/A,N/A
1616478,N/A,N/A,N/A,N/A,N/A
1657438,N/A,N/A,N/A,N/A,N/A
387680,l,i,head,N/A,N/A
1387104,l,i,pygidium,147,N/A
1608290,l,i,1,N/A,7
1501795,l,N/A,1,N/A,N/A
1616482,l,i,2,N/A,N/A
1845855,r,i,3,N/A,1
518764,l,N/A,2,N/A,N/A
1616492,r,i,2,N/A,7
1501807,l,N/A,1,N/A,N/A
1608303,N/A,N/A,N/A,N/A,N/A
780915,l,i,head,N/A,12
1976948,N/A,N/A,N/A,N/A,N/A
1739384,r,m,1,151,N/A
1378941,r,N/A,2,N/A,N/A
1567361,r,i,1,N/A,N/A
1411715,r,s,head,137,N/A
117385,l,i,head,53,12
1272459,r,i,head,117,12
1632907,l,N/A,pygidium,N/A,N/A
486036,l,s,head,29,N/A
1354390,l,i,head,21,N/A
1501849,r,N/A,0,N/A,N/A
60061,l,m,head,9,N/A
273055,l,N/A,head,N/A,N/A
1338017,l,N/A,1,N/A,N/A
1108642,l,s,head,13,N/A
1354406,l,i,head,120,N/A
1796774,N/A,N/A,N/A,N/A,N/A
1092264,l,s,head,103,N/A
649899,l,i,head,N/A,N/A
346796,r,s,head,N/A,8
1378988,N/A,N/A,N/A,N/A,N/A
1354415,N/A,N/A,N/A,N/A,N/A
1501871,r,N/A,1,N/A,N/A
1125044,l,s,head,13,N/A
1460921,r,i,2,N/A,N/A
1280701,N/A,N/A,N/A,N/A,N/A
1731263,l,s,3,N/A,N/A
2312895,N/A,N/A,N/A,N/A,N/A
1321665,r,i,head,124,12
764615,l,i,2,N/A,1
1321672,r,i,head,123,N/A
1387208,r,N/A,3,N/A,N/A
1403591,N/A,N/A,N/A,N/A,N/A
1272523,r,i,head,N/A,N/A
494284,N/A,N/A,N/A,N/A,N/A
1485520,N/A,N/A,N/A,N/A,N/A
1272534,l,i,head,N/A,N/A
1329884,r,i,head,N/A,N/A
2312931,N/A,N/A,N/A,N/A,N/A
1731304,r,i,1,73,7
1321713,l,m,head,178,N/A
2001649,N/A,N/A,N/A,N/A,N/A
1796852,N/A,N/A,N/A,N/A,N/A
1477378,r,i,2,N/A,2
1313540,N/A,N/A,N/A,N/A,N/A
1616645,r,i,3,N/A,1
1960708,N/A,N/A,N/A,N/A,N/A
1403656,l,m,2,68,N/A
1329930,l,i,2,N/A,6
1608465,N/A,N/A,N/A,N/A,N/A
1583898,l,N/A,0,N/A,N/A
1354525,r,i,head,121,N/A
1649437,l,N/A,1,N/A,N/A
1674019,r,i,2,155,3
1567524,N/A,N/A,N/A,N/A,N/A
183077,l,s,head,96,N/A
1436454,l,i,3,N/A,N/A
1960743,N/A,N/A,N/A,N/A,N/A
944941,l,N/A,1,N/A,N/A
478001,r,i,3,N/A,1
1329970,r,i,head,N/A,N/A
1616689,N/A,N/A,N/A,N/A,N/A
1747762,N/A,N/A,N/A,N/A,N/A
1420085,l,i,3,N/A,3
674618,N/A,i,head,42,N/A
1346362,r,i,head,N/A,N/A
1379133,N/A,N/A,N/A,N/A,N/A
1690429,r,m,1,N/A,N/A
1313602,r,i,1,N/A,5
1567572,r,s,2,95,N/A
1821526,N/A,N/A,N/A,N/A,N/A
469848,r,i,head,N/A,N/A
592728,r,N/A,1,N/A,N/A
1272664,r,s,head,100,N/A
1436506,r,i,2,N/A,6
1395556,l,m,2,61,N/A
101233,l,N/A,head,N/A,N/A
1264498,l,i,head,N/A,12
1305461,l,i,1,N/A,2
248696,l,s,head,133,N/A
11135,l,s,head,1,N/A
1411967,l,N/A,head,N/A,N/A
1354628,r,i,head,N/A,N/A
1584011,l,N/A,2,N/A,N/A
1272719,l,s,head,100,N/A
1026962,r,m,3,65,N/A
1649555,l,N/A,1,N/A,N/A
1305492,l,m,1,N/A,N/A
355224,l,i,head,23,N/A
1436570,l,i,2,180,N/A
1395614,r,N/A,2,N/A,N/A
1837982,r,s,2,71,N/A
1280930,l,m,2,N/A,N/A
1387435,r,m,3,66,N/A
1846187,l,i,1,N/A,4
1379252,l,N/A,3,N/A,N/A
1354681,l,i,head,N/A,N/A
265148,r,s,head,134,N/A
1395647,l,m,2,64,N/A
1305540,N/A,N/A,N/A,N/A,N/A
1444805,r,N/A,3,N/A,N/A
1387465,l,s,3,71,N/A
1420237,r,i,2,73,7
1756110,N/A,N/A,N/A,N/A,N/A
1395664,r,N/A,1,N/A,N/A
568273,r,N/A,0,N/A,N/A
1387474,l,i,1,73,7
1453008,l,i,1,N/A,N/A
1117148,r,s,head,N/A,11
1166300,r,m,1,87,N/A
568290,r,N/A,1,N/A,N/A
1633251,l,N/A,2,N/A,N/A
445419,r,i,pygidium,147,1
1395692,r,N/A,1,N/A,N/A
224238,lr,i,2,N/A,3
1575931,N/A,N/A,N/A,N/A,N/A
1068035,N/A,N/A,N/A,N/A,N/A
68613,r,i,head,3,N/A
1395717,r,N/A,1,N/A,N/A
1616901,N/A,N/A,N/A,N/A,N/A
1633288,l,N/A,2,N/A,N/A
1387530,l,m,3,159,N/A
1420302,l,m,3,N/A,N/A
633874,r,s,head,40,N/A
1395731,r,N/A,1,N/A,N/A
2337812,r,s,head,N/A,15
1354776,r,i,head,N/A,N/A
945180,r,i,2,N/A,3
1551388,N/A,N/A,N/A,N/A,N/A
1797151,N/A,N/A,N/A,N/A,N/A
1166368,r,i,3,N/A,7
2296864,r,i,head,N/A,N/A
1436707,l,N/A,3,N/A,N/A
1281060,r,s,head,100,N/A
1674291,l,m,1,162,N/A
1543220,N/A,N/A,N/A,N/A,N/A
1420342,l,N/A,3,N/A,N/A
19515,r,s,head,1,N/A
715837,r,m,1,63,N/A
1797181,l,i,head,175,13
1436736,l,N/A,3,N/A,N/A
1797187,l,i,head,N/A,13
1420356,l,N/A,3,N/A,N/A
1625158,l,s,3,80,N/A
1387597,l,N/A,2,N/A,N/A
1297489,r,m,1,66,N/A
1592405,l,N/A,1,N/A,N/A
1985623,N/A,N/A,N/A,N/A,N/A
1453145,r,N/A,1,N/A,N/A
306267,r,N/A,head,N/A,N/A
1297501,l,i,1,N/A,2
1387613,r,m,head,166,N/A
167009,l,N/A,head,N/A,N/A
1150049,r,N/A,1,N/A,N/A
1715298,r,N/A,head,N/A,N/A
1338468,l,i,head,152,12
289898,l,s,head,45,N/A
961644,r,m,2,N/A,N/A
1272941,l,s,head,100,15
1166446,r,s,pygidium,98,9
1281133,N/A,N/A,N/A,N/A,N/A
1420398,r,N/A,head,N/A,N/A
1764464,l,s,2,80,N/A
1928306,N/A,N/A,N/A,N/A,N/A
2010225,l,i,2,N/A,3
1469561,r,i,2,N/A,2
1551483,r,i,2,105,N/A
1420415,l,m,1,N/A,N/A
756864,l,i,head,N/A,N/A
1395840,l,i,2,N/A,1
1731718,r,i,3,N/A,4
1485960,l,N/A,2,N/A,N/A
1281169,r,s,head,80,N/A
1420440,l,N/A,3,N/A,N/A
1387674,l,i,3,N/A,N/A
1330333,l,i,head,N/A,N/A
1485984,l,N/A,1,N/A,N/A
273576,r,s,head,133,N/A
1420457,l,N/A,3,N/A,N/A
1461417,l,N/A,2,N/A,N/A
1576108,l,N/A,3,N/A,N/A
1854639,r,i,head,N/A,13
1608880,N/A,N/A,N/A,N/A,N/A
1379511,r,i,2,N/A,6
1420472,l,N/A,3,N/A,N/A
1273022,r,s,head,20,N/A
1576129,l,N/A,3,N/A,N/A
2010309,r,m,1,N/A,N/A
1346759,l,s,head,100,N/A
1420496,l,N/A,3,N/A,N/A
1486039,l,N/A,1,N/A,N/A
1420504,l,N/A,3,N/A,N/A
2297049,N/A,N/A,N/A,N/A,N/A
1658076,N/A,N/A,N/A,N/A,N/A
1379550,N/A,N/A,N/A,N/A,N/A
1420510,l,N/A,3,N/A,N/A
1436895,r,i,3,N/A,N/A
1354979,l,i,1,73,7
2010340,r,i,1,N/A,2
1617129,r,i,2,109,N/A
1330410,r,i,head,N/A,N/A
1740016,N/A,N/A,N/A,N/A,N/A
1420530,r,N/A,3,N/A,N/A
1600760,r,i,1,79,7
1420539,r,N/A,2,N/A,N/A
1404156,N/A,N/A,N/A,N/A,N/A
486654,r,s,head,136,N/A
1092863,l,s,head,29,N/A
175367,l,N/A,head,N/A,N/A
1395980,l,m,1,N/A,N/A
27917,r,s,head,1,N/A
1412365,N/A,N/A,N/A,N/A,N/A
1600781,N/A,N/A,N/A,N/A,N/A
1051922,r,N/A,3,N/A,N/A
945427,l,N/A,1,N/A,N/A
1854746,r,m,1,N/A,N/A
1953050,l,m,2,161,N/A
298270,l,s,head,41,N/A
1633569,l,N/A,2,N/A,N/A
1518882,N/A,N/A,N/A,N/A,N/A
1346858,l,i,head,N/A,N/A
1273131,r,i,head,160,N/A
1445167,r,N/A,2,N/A,N/A
1953072,N/A,N/A,N/A,N/A,N/A
1281333,r,s,head,100,N/A
1486136,l,i,2,N/A,4
1977656,N/A,N/A,N/A,N/A,N/A
1600828,r,i,2,N/A,6
1273155,l,s,head,40,N/A
1600836,r,i,1,N/A,4
1355081,r,m,2,106,N/A
1330509,r,s,head,25,N/A
1789261,r,i,head,N/A,12
118101,r,s,head,37,N/A
798041,r,i,head,76,N/A
1559897,r,N/A,2,N/A,N/A
1314140,r,i,2,N/A,6
1412448,N/A,N/A,N/A,N/A,N/A
1305955,l,N/A,1,N/A,N/A
1396068,l,i,1,N/A,N/A
1437030,r,i,3,79,7
1674603,N/A,N/A,N/A,N/A,N/A
1338735,r,s,2,80,N/A
1363312,r,i,head,120,N/A
1731953,r,i,2,157,7
1363316,l,i,head,N/A,N/A
1813880,r,m,2,N/A,N/A
568702,r,N/A,1,N/A,N/A
445828,l,i,2,79,7
568710,r,N/A,1,N/A,N/A
1224072,l,s,head,49,N/A
1281424,l,i,pygidium,146,3
1559953,r,N/A,1,N/A,N/A
1617305,N/A,N/A,N/A,N/A,N/A
1404314,r,N/A,0,N/A,N/A
707997,l,i,3,N/A,7
1306016,r,s,head,N/A,N/A
1756581,r,s,2,91,N/A
454054,l,s,head,29,N/A
1486247,r,m,2,64,N/A
1609129,l,i,1,N/A,N/A
1412525,N/A,N/A,N/A,N/A,N/A
183731,r,N/A,head,N/A,N/A
1281473,r,i,2,N/A,3
1404358,r,N/A,1,N/A,N/A
1412560,r,i,2,73,7
1592784,r,N/A,1,N/A,N/A
11731,l,s,head,1,N/A
1355223,r,i,2,N/A,1
1404375,r,N/A,1,N/A,N/A
1650135,l,N/A,head,N/A,N/A
1404382,l,N/A,1,N/A,N/A
1052127,r,m,3,N/A,N/A
1412575,r,s,1,101,N/A
1953248,N/A,N/A,N/A,N/A,N/A
1371619,r,i,head,116,N/A
1404388,r,N/A,1,N/A,N/A
708069,r,N/A,2,N/A,N/A
1576419,N/A,N/A,N/A,N/A,N/A
1928680,r,i,head,N/A,12
1453547,r,i,1,N/A,7
1789424,l,i,head,N/A,N/A
1625586,l,N/A,2,N/A,N/A
1732095,l,i,2,73,7
1830400,N/A,N/A,N/A,N/A,N/A
1576450,l,N/A,3,N/A,N/A
1338884,l,i,2,N/A,6
1732104,N/A,N/A,N/A,N/A,N/A
1273359,l,i,head,21,N/A
1732111,r,m,head,84,N/A
839186,l,s,head,N/A,N/A
1306131,r,s,head,13,N/A
2338322,N/A,N/A,N/A,N/A,N/A
85530,l,i,head,10,N/A
1486363,r,m,2,64,N/A
1322525,l,i,head,N/A,N/A
1732125,l,i,head,N/A,14
1306147,r,s,head,N/A,N/A
1338917,l,m,1,66,N/A
1855014,l,i,1,N/A,3
1068584,r,s,head,13,N/A
519721,l,N/A,2,N/A,N/A
1273386,N/A,N/A,N/A,N/A,N/A
1306155,r,s,head,N/A,N/A
1478193,l,N/A,2,N/A,N/A
1928754,r,i,head,N/A,12
192051,r,s,head,88,15
1388085,l,N/A,3,N/A,N/A
1297975,l,m,2,64,N/A
347709,r,i,head,N/A,N/A
1379902,r,N/A,2,N/A,N/A
1797698,r,m,3,N/A,N/A
1396291,N/A,N/A,N/A,N/A,N/A
1920579,l,i,2,79,7
1846855,r,i,3,79,7
208456,l,N/A,head,N/A,N/A
1003081,l,s,head,100,15
1592906,r,N/A,1,N/A,N/A
593488,r,N/A,0,N/A,N/A
1437264,N/A,N/A,N/A,N/A,N/A
1445460,l,N/A,3,N/A,N/A
1461846,r,i,2,N/A,3
1732185,r,N/A,2,N/A,N/A
1322586,r,i,head,N/A,N/A
1396320,r,i,2,N/A,3
1076839,l,N/A,head,N/A,N/A
1437289,N/A,N/A,N/A,N/A,N/A
708202,l,i,3,74,7
1453675,r,N/A,3,N/A,N/A
1355372,l,m,head,19,N/A
1396335,r,m,1,N/A,N/A
1592945,r,N/A,1,N/A,N/A
1617521,l,N/A,3,N/A,N/A
1314425,l,i,head,119,N/A
1576570,N/A,N/A,N/A,N/A,N/A
1584762,r,N/A,1,N/A,N/A
1830524,l,i,1,N/A,3
1339008,l,m,2,N/A,N/A
708228,l,i,2,79,7
1306246,l,N/A,0,N/A,N/A
1846918,l,m,3,N/A,N/A
503432,l,i,head,N/A,N/A
2018953,N/A,N/A,N/A,N/A,N/A
2313870,N/A,N/A,N/A,N/A,N/A
1330831,r,i,head,N/A,N/A
1339023,r,i,2,177,4
1633938,l,N/A,2,N/A,N/A
1322645,l,s,head,N/A,N/A
1347222,r,N/A,pygidium,N/A,N/A
1396374,r,i,1,N/A,3
1224344,l,N/A,0,N/A,N/A
1404567,l,i,1,150,2
2313882,l,i,pygidium,147,1
1306268,r,s,head,13,N/A
1379998,l,N/A,2,N/A,N/A
1658527,r,N/A,2,N/A,N/A
421537,r,N/A,N/A,N/A,N/A
1732257,r,i,3,N/A,3
1355427,r,s,head,N/A,N/A
1158821,r,s,head,N/A,N/A
1633963,l,N/A,2,N/A,N/A
1830577,N/A,N/A,N/A,N/A,N/A
298685,l,s,head,N/A,N/A
1347263,r,s,pygidium,98,9
1306304,N/A,N/A,N/A,N/A,N/A
1461953,l,m,2,64,N/A
1486527,l,N/A,3,N/A,N/A
77507,l,s,head,18,N/A
1609407,l,N/A,1,N/A,N/A
1633987,l,N/A,2,N/A,N/A
1593030,r,N/A,1,N/A,N/A
1371847,r,i,head,N/A,N/A
1339080,l,N/A,3,N/A,N/A
1732295,r,i,3,154,3
1846984,N/A,N/A,N/A,N/A,N/A
1306315,l,N/A,0,N/A,N/A
1732300,r,i,pygidium,145,1
1584845,r,N/A,1,N/A,N/A
1928908,N/A,N/A,N/A,N/A,N/A
1339088,l,s,3,95,N/A
1273554,l,i,head,N/A,N/A
1732307,r,N/A,2,N/A,N/A
1568469,r,N/A,1,N/A,N/A
192214,r,s,head,100,15
1273563,l,i,head,N/A,N/A
1928926,r,m,1,N/A,N/A
1732322,l,i,3,N/A,3
331495,r,i,head,N/A,N/A
2010859,r,i,2,N/A,3
1306349,r,s,1,81,N/A
77552,l,s,head,114,N/A
1732338,l,i,2,155,3
1830642,r,m,2,N/A,N/A
1478389,l,N/A,3,N/A,N/A
167671,l,s,head,33,N/A
1568505,r,N/A,0,N/A,N/A
1347325,N/A,N/A,N/A,N/A,N/A
1732349,l,s,2,81,N/A
1486591,l,N/A,3,N/A,N/A
519936,l,N/A,3,N/A,N/A
192257,r,s,head,88,15
1453826,l,N/A,3,N/A,N/A
1617669,r,N/A,2,N/A,N/A
1421064,r,i,3,79,7
1363722,l,N/A,1,N/A,N/A
1371922,r,i,1,105,N/A
1715988,N/A,N/A,N/A,N/A,N/A
1224471,l,N/A,1,N/A,N/A
1568536,r,N/A,1,N/A,N/A
2002715,N/A,N/A,N/A,N/A,N/A
1625884,l,N/A,2,N/A,N/A
1568544,r,N/A,1,N/A,N/A
2010915,r,i,2,176,6
1486628,l,N/A,3,N/A,N/A
1568555,r,N/A,0,N/A,N/A
1339180,l,i,3,N/A,N/A
896817,r,i,head,N/A,N/A
2010932,N/A,N/A,N/A,N/A,N/A
1380150,r,i,1,N/A,4
1486647,l,N/A,3,N/A,N/A
1314620,l,N/A,2,N/A,N/A
44863,l,s,head,172,N/A
2019137,r,i,head,N/A,13
192323,r,s,head,88,15
1732420,l,i,head,N/A,N/A
1027911,l,N/A,2,N/A,N/A
1560393,l,i,head,12,N/A
1027917,l,N/A,3,N/A,N/A
1347407,l,i,2,N/A,7
1355602,N/A,N/A,N/A,N/A,N/A
12115,l,s,head,1,N/A
1027923,l,N/A,3,N/A,N/A
1363796,l,s,1,71,N/A
585558,l,i,2,N/A,N/A
1568596,l,N/A,1,N/A,N/A
1331032,r,i,head,21,N/A
1732439,l,i,head,N/A,N/A
257885,r,i,head,7,N/A
1281886,l,s,head,131,N/A
1453917,N/A,N/A,N/A,N/A,N/A
1732448,l,i,head,55,12
1716071,N/A,N/A,N/A,N/A,N/A
110442,N/A,N/A,N/A,N/A,N/A
1781610,N/A,N/A,N/A,N/A,N/A
1855339,r,i,0,N/A,1
1814382,r,N/A,1,N/A,N/A
1568623,r,N/A,1,N/A,N/A
1929075,N/A,N/A,N/A,N/A,N/A
1396596,l,m,3,64,N/A
1920885,r,m,2,N/A,N/A
1585014,r,N/A,1,N/A,N/A
1027959,l,N/A,3,N/A,N/A
1306490,l,i,head,N/A,N/A
1978235,N/A,N/A,N/A,N/A,N/A
987008,r,i,1,77,7
1462145,l,m,1,N/A,N/A
1699713,l,s,3,91,N/A
1937281,l,i,2,N/A,4
1027978,l,N/A,2,N/A,N/A
1281939,l,s,head,20,N/A
1372056,l,s,0,N/A,N/A
1281947,N/A,N/A,N/A,N/A,N/A
1748893,N/A,N/A,N/A,N/A,N/A
77730,l,s,head,114,N/A
429993,l,s,head,31,N/A
380842,r,i,head,N/A,13
1322922,N/A,N/A,N/A,N/A,N/A
1314734,r,i,head,21,N/A
1437617,l,i,1,N/A,7
192436,r,s,head,100,15
1224630,l,i,head,122,N/A
954295,r,i,1,N/A,7
1699767,l,i,3,N/A,1
593849,r,N/A,1,N/A,N/A
1757115,r,m,2,159,N/A
1486784,l,N/A,1,N/A,N/A
1626051,l,N/A,2,N/A,N/A
1281988,l,i,head,N/A,N/A
1363909,l,N/A,2,N/A,N/A
135113,l,i,2,N/A,N/A
577483,r,i,3,105,N/A
1355728,l,i,1,N/A,3
1462225,l,i,2,N/A,1
1126354,l,s,head,13,N/A
888787,r,N/A,1,N/A,N/A
1847252,l,s,0,167,N/A
1101784,l,s,head,13,N/A
774105,r,i,head,55,12
1306584,l,i,head,56,12
1486810,l,N/A,1,N/A,N/A
1298402,l,N/A,2,N/A,N/A
1396714,l,N/A,1,N/A,N/A
1306608,l,i,2,N/A,6
1339377,l,i,1,105,N/A
1462261,l,N/A,3,N/A,N/A
1077241,l,s,head,13,N/A
1298426,l,m,1,59,N/A
307194,rc,s,head,135,N/A
1429497,N/A,N/A,N/A,N/A,N/A
1429504,N/A,N/A,N/A,N/A,N/A
1339394,N/A,N/A,N/A,N/A,N/A
462854,N/A,N/A,N/A,N/A,N/A
1396746,N/A,N/A,N/A,N/A,N/A
1568781,r,N/A,1,N/A,N/A
1462290,l,i,2,N/A,1
1396762,l,N/A,1,N/A,N/A
1568802,l,N/A,1,N/A,N/A
1216549,r,m,3,69,N/A
1650725,r,i,1,N/A,1
290858,r,s,head,111,N/A
1298484,l,i,3,N/A,3
1396790,l,i,3,N/A,3
1077309,r,s,head,27,N/A
1699907,N/A,N/A,N/A,N/A,N/A
1388614,l,s,3,89,N/A
1560655,l,i,head,N/A,12
1265745,l,i,head,N/A,N/A
192595,r,s,head,88,15
577621,r,N/A,3,N/A,N/A
1732697,r,i,0,73,7
1372259,N/A,N/A,N/A,N/A,N/A
1486952,N/A,N/A,N/A,N/A,N/A
1388649,l,s,3,80,N/A
1847405,l,N/A,2,N/A,N/A
1314929,l,i,3,N/A,5
774258,l,N/A,head,N/A,N/A
1691763,l,s,3,71,N/A
1388660,l,s,3,89,N/A
1298552,l,s,head,97,N/A
364674,r,i,head,174,N/A
1355911,r,s,head,N/A,N/A
1421448,l,N/A,1,N/A,N/A
1609864,r,s,2,71,N/A
168075,l,N/A,head,N/A,N/A
1568912,l,N/A,head,N/A,N/A
1626256,N/A,N/A,N/A,N/A,N/A
1396899,r,N/A,3,N/A,N/A
1618091,r,i,pygidium,146,3
1274031,r,s,pygidium,80,9
1241266,r,m,3,64,N/A
1396918,r,N/A,3,N/A,N/A
1585339,r,N/A,1,N/A,N/A
1773755,N/A,N/A,N/A,N/A,N/A
1364158,l,i,3,79,7
1380543,r,i,3,N/A,1
1470654,l,i,head,140,13
1274053,l,s,pygidium,101,9
1462469,N/A,N/A,N/A,N/A,N/A
1323208,l,s,head,N/A,N/A
1700043,l,m,3,N/A,N/A
1667277,r,N/A,1,N/A,N/A
1560783,r,i,2,155,3
2011343,N/A,N/A,N/A,N/A,N/A
1315028,r,N/A,3,N/A,N/A
766165,l,s,head,34,N/A
1339608,l,i,head,153,12
397532,l,N/A,head,N/A,N/A
1847524,N/A,N/A,N/A,N/A,N/A
1347815,l,i,1,N/A,3
1700071,N/A,N/A,N/A,N/A,N/A
1306859,r,i,1,N/A,4
422125,l,i,1,77,7
1585394,r,N/A,1,N/A,N/A
1388788,r,i,3,N/A,1
1446136,l,N/A,1,N/A,N/A
1421566,l,m,3,N/A,N/A
1118465,l,s,head,13,N/A
1364226,r,m,1,162,N/A
1585416,l,N/A,1,165,N/A
1249546,l,m,2,64,N/A
1446155,N/A,N/A,N/A,N/A,N/A
1339663,l,N/A,0,N/A,N/A
463126,l,s,head,N/A,N/A
1626390,r,i,2,N/A,6
2306326,r,i,3,N/A,N/A
1306906,r,i,head,N/A,N/A
1397020,r,N/A,head,N/A,N/A
1265951,l,i,head,171,N/A
151847,l,s,head,1,N/A
1028395,r,N/A,3,N/A,N/A
110892,l,i,1,N/A,1
192812,r,s,head,88,15
1446191,r,i,2,N/A,1
1487151,r,N/A,3,N/A,N/A
1405233,l,N/A,head,N/A,N/A
1601839,l,N/A,2,N/A,N/A
1331507,r,s,head,32,N/A
1028407,r,N/A,3,N/A,N/A
1569080,l,N/A,3,N/A,N/A
143674,l,N/A,head,N/A,N/A
241978,r,s,head,5,N/A
1569091,l,N/A,3,N/A,N/A
1659211,N/A,N/A,N/A,N/A,N/A
1544524,l,s,head,31,N/A
1405261,l,N/A,0,N/A,N/A
1569102,l,N/A,3,N/A,N/A
201048,r,N/A,head,N/A,N/A
1364315,r,m,1,161,N/A
1487196,l,i,2,N/A,N/A
1339741,l,N/A,1,N/A,N/A
1569125,l,N/A,3,N/A,N/A
1339753,l,N/A,1,N/A,N/A
1741164,N/A,N/A,N/A,N/A,N/A
1683821,l,i,3,N/A,1
1069423,l,s,head,13,N/A
1397111,r,s,head,N/A,N/A
1282428,l,s,head,32,N/A
1315203,r,s,head,29,N/A
962948,r,i,2,N/A,7
1405317,l,N/A,head,N/A,N/A
1323402,l,s,head,N/A,N/A
160141,r,s,head,88,15
520593,l,N/A,1,N/A,N/A
1356178,l,i,2,N/A,4
1429907,N/A,N/A,N/A,N/A,N/A
1470866,N/A,N/A,N/A,N/A,N/A
1839508,r,i,2,N/A,1
1405336,l,N/A,0,N/A,N/A
1298844,l,s,head,25,N/A
594344,r,N/A,2,N/A,N/A
1298856,l,i,head,N/A,N/A
1593769,N/A,N/A,N/A,N/A,N/A
1855915,l,i,head,N/A,12
1683885,r,i,2,N/A,3
1380795,r,N/A,3,N/A,N/A
1855933,l,i,head,N/A,12
1315271,r,s,head,29,N/A
1847754,l,s,2,95,N/A
1405391,N/A,N/A,N/A,N/A,N/A
1298898,l,i,head,116,N/A
2027988,N/A,N/A,N/A,N/A,N/A
1626582,l,N/A,1,N/A,N/A
1405399,r,i,1,N/A,2
414173,N/A,N/A,N/A,N/A,N/A
1356253,l,i,head,N/A,N/A
1364445,l,i,1,79,7
1380835,r,N/A,3,N/A,N/A
1274342,N/A,N/A,N/A,N/A,N/A
1929705,N/A,N/A,N/A,N/A,N/A
1380843,r,N/A,1,N/A,N/A
45548,l,i,head,23,N/A
1282544,N/A,N/A,N/A,N/A,N/A
1446384,l,N/A,3,N/A,N/A
1487347,N/A,N/A,N/A,N/A,N/A
430600,l,s,head,N/A,N/A
1446409,N/A,N/A,N/A,N/A,N/A
1847818,l,s,2,95,N/A
1421839,l,m,3,62,N/A
184848,r,N/A,head,N/A,N/A
1323536,l,s,head,N/A,N/A
1692181,N/A,N/A,N/A,N/A,N/A
1282582,r,i,head,N/A,N/A
193047,r,s,head,88,15
1552918,r,N/A,2,N/A,N/A
954910,r,m,3,68,N/A
537119,l,i,head,N/A,N/A
537125,l,s,head,130,N/A
1364517,l,s,pygidium,80,9
1380903,l,i,3,N/A,N/A
1397285,r,i,3,N/A,3
1675823,r,s,1,N/A,N/A
520755,l,N/A,1,N/A,N/A
1421893,l,i,2,N/A,3
1274440,l,i,3,N/A,1
1725002,l,i,1,N/A,4
1397326,r,i,3,N/A,3
1839707,N/A,N/A,N/A,N/A,N/A
1307230,r,s,1,94,N/A
1331806,l,i,head,N/A,N/A
